objectid,cod_loc,localidad,estado,barriocomu,cod_polbar,shape_area,shape_len,codigo_upz,area_m2,population_x,pop_density_x,estrato_0,estrato_1,estrato_2,estrato_3,estrato_4,estrato_5,estrato_6,street_total_length,street_len_CL,street_ratio_CL,street_len_KR,street_ratio_KR,street_len_None,street_ratio_None,street_len_AK,street_ratio_AK,street_len_TV,street_ratio_TV,street_len_DG,street_ratio_DG,street_len_AC,street_ratio_AC,fence_ratio,wall_ratio,road_ratio,sidewalk_ratio,building_ratio,sky_ratio,vegetation_ratio,person_count,bicyclist_count,motorcyclist_count,other_rider_count,street_light_count,source,Matched_Barrio,Cantidad,murder_rate_per_1000
3850,15,Antonio Nariño,SIN LEGALIZAR,ciudad jardín del sur,150004,5.19E-05,0.031232539,35,637457.3732,10811,16959.56538,0.045079871,0,0,0.954920129,0,0,0,21159.00366,9367.38193,0.442713753,10097.88455,0.477238187,0,0,0,0,452.6783012,0.021394122,91.40533494,0.004319926,0,0,0.029633,0.005774595,0.125035753,0.040072555,0.206355542,0.26624065,0.129104167,1.46835443,0.016877637,0.061181435,0,0.339662447,2016south,ciudad jardín del sur,3,0.277495144
3053,16,Puente Aranda,SIN LEGALIZAR,santa matilde,160058,1.12E-05,0.018677674,40,137845.6306,3685,26732.80237,0.164537063,0,0,0.835462937,0,0,0,4901.083394,1955.304888,0.398953605,1577.41997,0.321851281,0,0,1124.750817,0.229490243,8.399433408,0.001713791,0,0,223.2874571,0.045558796,0.020235291,0.004439961,0.084999858,0.077582346,0.337457276,0.251515362,0.07606737,0.94488189,0.031496063,0.05511811,0,0.05511811,2016south,santa matilde,1,0.271370421
3293,16,Puente Aranda,LEGALIZADO,san rafael,160055,8.08E-06,0.011676272,43,99122.09917,3750,37832.12857,0.001659728,0,0,0.998340272,0,0,0,3029.740986,764.9401469,0.252477077,1888.169288,0.623211455,0,0,376.6315511,0.124311468,0,0,0,0,0,0,0.012031482,0.002909,0.104570109,0.056298827,0.468900736,0.162927655,0.025906073,0.590909091,0.027272727,0.009090909,0,0.118181818,2016central,san rafael,1,0.266666667
3582,11,,LEGALIZADO,villa del prado,110798,5.77E-05,0.036183798,17,707446.1462,7501,10602.92722,0.395574156,0,0,0,0.604388593,3.73E-05,0,16597.22291,8301.881351,0.500197015,5044.904231,0.303960744,0,0,2621.456563,0.157945493,0,0,0,0,1.779031644,0.000107189,0.00988933,0.003603726,0.144231096,0.030143204,0.12549593,0.279063133,0.169029044,0.77037037,0.044444444,0.007407407,0,0.096296296,2016north,villa del prado,2,0.266631116
3284,16,Puente Aranda,LEGALIZADO,barcelona,160003,1.11E-05,0.017364905,43,136613.4669,3968,29045.45276,0.102196163,0,0,0.897803837,0,0,0,3701.528699,1778.770045,0.480550116,938.9196325,0.253657261,0,0,565.4304008,0.152755914,0,0,0,0,355.3961507,0.096013345,0.017247299,0.004424054,0.094382636,0.042334804,0.309931266,0.186951288,0.091610734,0.831521739,0.114130435,0.065217391,0,0.239130435,2016central,barcelona,1,0.252016129
2711,2,Chapinero,SIN LEGALIZAR,s.c. chapinero norte,20062,2.22E-05,0.021123733,99,272832.9279,4240,15540.64618,0.114059816,0,0,0.457003267,0.428936917,0,0,6645.083451,2451.571581,0.368930142,1814.425099,0.273047752,0,0,1697.116732,0.255394344,0,0,67.66979909,0.010183439,614.3002401,0.092444323,0.007374347,0.006205908,0.097378326,0.053271967,0.310364565,0.156662828,0.075799598,2.175732218,0.071129707,0.171548117,0.0041841,0.238493724,2016central,s.c. chapinero norte,1,0.235849057
2374,11,,SIN LEGALIZAR,campanella,110088,8.80E-06,0.01703644,27,107945.8817,4305,39881.09533,0,0,0.438267788,0.56163313,9.91E-05,0,0,1254.137761,437.5994997,0.348924587,589.3808287,0.469949034,0,0,0,0,0,0,0,0,226.5107873,0.180610771,0.038196125,0.023806938,0.1249935,0.080827875,0.160515625,0.119155,0.274697375,1.875,0.0625,0.1875,0,0.125,2016north,campanella,1,0.232288037
323,11,,LEGALIZADO,nuevo corinto,110406,1.98E-05,0.022033548,28,242460.0778,8746,36071.91782,0.088634711,0,0.836675915,0.074689374,0,0,0,7873.741907,4488.189089,0.570019838,2133.760957,0.270997066,0,0,900.6514611,0.114386714,70.21915462,0.008918143,0,0,0,0,0.010747767,0.002236589,0.154052521,0.049268562,0.164963123,0.266165658,0.171225164,0.794520548,0.04109589,0.178082192,0,0.082191781,2016north,nuevo corinto,2,0.228675966
3354,6,Tunjuelito,LEGALIZADO,san carlos,60023,3.64E-05,0.02496699,62,446541.9226,13443,30104.67622,0.002677942,0,0.997322058,0,0,0,0,10130.91771,1722.64732,0.170038625,7446.110034,0.734988699,0,0,0,0,0,0,888.0878835,0.087661149,0,0,0.004098955,0.005896686,0.092083935,0.059487884,0.4415247,0.159603796,0.015726989,1.626062323,0.090651558,0.056657224,0.002832861,0.260623229,2016south,san carlos,3,0.223164472
3461,16,Puente Aranda,SIN LEGALIZAR,milenta,160041,2.84E-05,0.025148667,43,349003.0288,4636,13283.55234,0.191629592,0,0,0.808370408,0,0,0,8494.484938,2875.45559,0.338508528,2213.146404,0.260539211,0,0,1995.482659,0.234915086,1242.384852,0.14625782,0,0,0,0,0.00750821,0.003822984,0.085394685,0.079099634,0.250982475,0.282862366,0.100396696,0.649805447,0.035019455,0.019455253,0,0.101167315,2016central,milenta,1,0.215703192
3741,11,,LEGALIZADO,san josé de bavaria,110571,0.00017462,0.064578492,17,2142180.362,4643,2167.417871,0.168831582,0,0,3.25E-05,0.021132605,0.810003295,0,19918.65516,8225.385546,0.41294884,8640.396336,0.433784122,0,0,2487.830801,0.124899537,0,0,0,0,0,0,0.005059064,0.014945234,0.287858778,0.005026737,0.028912942,0.289117386,0.197964713,0.350877193,0.076023392,0.052631579,0,0.140350877,2016north,san josé de bavaria,1,0.215377988
406,4,San Cristóbal,LEGALIZADO,granada sur,40063,9.84E-06,0.016489842,34,120798.5718,4691,38833.24059,0.143358817,0,0.856641183,0,0,0,0,3209.804467,1390.799862,0.433297379,1819.004604,0.566702621,0,0,0,0,0,0,0,0,0,0,0.007229,0.006689,0.048508929,0.040509357,0.406448429,0.171463143,0.073271143,1.428571429,0,0.142857143,0,0,2016south,granada sur,1,0.213174163
449,4,San Cristóbal,SIN LEGALIZAR,s.c. 20 de julio,40137,2.27E-05,0.03769113,34,278369.1494,4781,17175.03542,0.03216157,0,0,0.96783843,0,0,0,6574.249151,3175.005256,0.482945684,3256.44683,0.49533365,0,0,0,0,0,0,7.077963282,0.001076619,0,0,0.007909903,0.007877976,0.110588685,0.056131573,0.285973581,0.272976024,0.039817806,3.75,0.048387097,0.177419355,0,0.14516129,2016south,s.c. 20 de julio,1,0.209161263
3416,16,Puente Aranda,LEGALIZADO,alcalá,160001,2.44E-05,0.020226735,41,299862.9694,9579,31944.59129,0.051658609,0,0,0.948341391,0,0,0,8168.462292,4920.258127,0.602348147,2810.49693,0.34406683,0,0,0,0,0,0,0,0,347.9424507,0.042595832,0.00721967,0.004759177,0.064560884,0.095400969,0.494759138,0.154905914,0.02486678,0.987767584,0.03058104,0.027522936,0,0.088685015,2016south,alcalá,2,0.208790062
1478,19,Ciudad Bolívar,LEGALIZADO,lucero medio,190122,9.95E-06,0.017110013,67,122116.9146,4812,39404.86063,0.015318504,0.506700198,0.477981298,0,0,0,0,4399.277817,2151.503775,0.489058401,1969.889696,0.447775698,0,0,0,0,54.63049012,0.012418059,193.6900796,0.044027699,0,0,0.001298276,0.01205969,0.088275276,0.036369931,0.536838862,0.204158655,0.025063793,0.586206897,0,0,0,0.068965517,2016south,lucero medio,1,0.207813799
2840,18,Rafael Uribe,LEGALIZADO,villa mayor,180181,1.60E-05,0.018591202,39,196071.8264,4834,24654.23049,0.149074015,0,0,0.850925985,0,0,0,6221.440751,56.91841861,0.009148752,2270.339751,0.364921863,0,0,0,0,1807.646618,0.290551126,1267.574107,0.203742856,0,0,0.00605369,0.01157013,0.091388181,0.027177542,0.232714458,0.294160259,0.107816394,1.152777778,0.027777778,0.097222222,0,0.125,2016south,villa mayor,1,0.206868018
53,10,Engativá,LEGALIZADO,villa amalia,100243,1.23E-05,0.01696732,73,150639.2602,4880,32395.27327,0.359539102,0,0.622373212,0.018087686,0,0,0,6013.150252,1058.774626,0.176076529,3373.866048,0.561081281,0,0,0,0,221.4072564,0.03682051,0,0,1200.88486,0.199709771,0.00595091,0.000554731,0.104389194,0.059393552,0.261745806,0.282072269,0.091300552,1.582089552,0.253731343,0.059701493,0,0.089552239,2016north,villa amalia,1,0.204918033
1366,19,Ciudad Bolívar,LEGALIZADO,candelaria la nueva,190028,2.81E-05,0.030949217,66,344804.2059,14661,42519.78297,0.193403963,0,0.806596037,0,0,0,0,17031.3667,6535.900531,0.383756668,7727.151637,0.453701207,0,0,0,0,361.24126,0.021210351,1705.221506,0.100122412,456.1816908,0.026784796,0.010456066,0.007004295,0.095031651,0.053614422,0.320837518,0.196317934,0.107826018,1.861445783,0.072289157,0.102409639,0,0.15060241,2016south,candelaria la nueva,3,0.204624514
3268,3,Santa Fe,LEGALIZADO,la perseverancia,30024,1.08E-05,0.015097183,92,132258.8192,4898,37033.44722,0.132337476,0,0.867662524,0,0,0,0,6054.082243,1792.516779,0.296083982,4163.662759,0.687744664,0,0,0,0,0,0,2.573890112,0.00042515,0,0,0.007118917,0.066613792,0.077843083,0.072054083,0.305207917,0.139028375,0.176113708,1.125,0,0,0,0.125,2016central,la perseverancia,1,0.204164965
336,14,Los Mártires,LEGALIZADO,eduardo santos,140003,3.45E-05,0.026887547,37,423432.648,10187,24058.13545,0.056883759,0,0,0.943116241,0,0,0,11604.22867,4122.818897,0.355285906,5101.991517,0.439666579,0,0,546.2338396,0.047071964,487.5781858,0.042017285,372.8185934,0.032127822,675.2535341,0.058190299,0.011562154,0.004234985,0.101473275,0.063519751,0.387714566,0.200218408,0.047305219,1.431670282,0.021691974,0.134490239,0,0.151843818,2016south,eduardo santos,2,0.196328654
116,3,Santa Fe,LEGALIZADO,el consuelo,30006,9.56E-06,0.021378116,96,117364.3449,5271,44911.42521,0.027580023,0,0.972419977,0,0,0,0,4824.890345,1537.7764,0.318717378,2528.008062,0.523951402,0,0,0,0,389.89048,0.080808154,77.29765032,0.016020602,0,0,0.009658947,0.024575965,0.053136316,0.057974158,0.523637719,0.145288246,0.01429614,0.438596491,0,0,0,0.052631579,2016south,el consuelo,1,0.189717321
3482,10,Engativá,LEGALIZADO,garcés navas,100080,4.66E-05,0.02765023,73,571269.4202,21749,38071.35343,0.242193676,0,0,0.757806324,0,0,0,24334.718,11922.9122,0.489954813,8493.574672,0.349031153,0,0,779.8871027,0.032048331,1160.954269,0.047707735,399.4064614,0.01641303,1045.096232,0.042946716,0.007403987,0.007152019,0.089289588,0.051127153,0.268586909,0.223980203,0.13875,1.155172414,0.038793103,0.043103448,0,0.077586207,2016north,garcés navas,4,0.183916502
3837,15,Antonio Nariño,LEGALIZADO,la fraguita,150009,2.01E-05,0.020408628,38,246399.4714,5565,22585.27573,0.105855663,0,0,0.894144337,0,0,0,6430.524583,3085.717711,0.479854741,3109.62175,0.483572018,0,0,0,0,158.9585823,0.02471938,0,0,0,0,0.017269606,0.006015554,0.139169925,0.040535192,0.219684033,0.265451704,0.142893174,1.309859155,0.051643192,0.079812207,0,0.103286385,2016south,la fraguita,1,0.179694519
2957,1,Usaquén,LEGALIZADO,cerros norte,10060,2.77E-05,0.026132009,11,339666.8617,5616,16533.84723,0.004072949,0.964138065,0.0275708,0,0,0,0.004218185,7684.448315,3059.996371,0.398206383,3965.263908,0.516011527,0,0,0,0,0,0,0,0,0,0,0.029974252,0.017963171,0.058342146,0.028217894,0.423467358,0.209279602,0.078447715,0.308943089,0,0.008130081,0,0.016260163,2016north,cerros norte,1,0.178062678
3643,10,Engativá,LEGALIZADO,normandia,100159,4.51E-05,0.030510529,31,552912.2303,5640,10200.53399,0.073089967,0,0,0,0.926910033,0,0,16430.94738,4549.095487,0.276861424,5292.513562,0.322106415,0,0,3684.201122,0.224223293,0,0,0,0,2480.119952,0.150941993,0.034357344,0.010449288,0.115336263,0.048523742,0.175289262,0.28476456,0.116840883,0.586538462,0.092307692,0.094230769,0,0.165384615,2016central,normandia,1,0.177304965
1242,8,Kennedy,LEGALIZADO,mandalay,80185,3.83E-05,0.032333014,44,469833.8343,5847,12444.82533,0.124167969,0,0,0.130595688,0.745236343,0,0,14067.62763,3878.508466,0.275704516,4718.966827,0.335448659,0,0,364.8938205,0.025938547,71.30632837,0.005068824,818.8540593,0.058208397,2767.02597,0.19669457,0.013743688,0.005901966,0.107671497,0.032696312,0.201918705,0.198608493,0.055181631,0.362416107,0.030201342,0.060402685,0,1.432885906,2016central,mandalay,1,0.171027878
261,19,Ciudad Bolívar,LEGALIZADO,altos de jalisco,190005,1.60E-05,0.028730287,67,195834.192,5926,30260.29285,0.096804751,0.702141766,0.201053483,0,0,0,0,9182.995816,2865.171046,0.312008314,3579.955679,0.389846163,0,0,0,0,1070.73422,0.116599663,634.3273738,0.0690763,870.6861854,0.094815048,0.008698438,0.003161437,0.07124175,0.0087365,0.0694075,0.3197485,0.1001275,0.5625,0.0625,0.6875,0,0.125,2016south,altos de jalisco,1,0.168747891
728,4,San Cristóbal,LEGALIZADO,bello horizonte,40016,2.43E-05,0.025880674,34,297978.7519,11890,39902.17397,0.006276098,0,0.993723902,0,0,0,0,9848.865174,6375.506359,0.647334109,3407.832679,0.346012725,0,0,0,0,0,0,65.3507717,0.006635361,0,0,0.037790111,0.011056611,0.098889444,0.079452389,0.255615056,0.295477667,0.01585,1.222222222,0,0.111111111,0,0.111111111,2016south,bello horizonte,2,0.168208579
3264,3,Santa Fe,LEGALIZADO,las nieves,30027,3.84E-05,0.025296078,93,471017.1494,5951,12634.35951,0.051215826,0,0,0.948784174,0,0,0,13214.73706,6882.369076,0.520810141,5553.107291,0.420220793,0,0,0,0,641.2480041,0.048525219,0,0,0,0,0.011527046,0.028830345,0.110240816,0.06203731,0.182048253,0.179194989,0.077826103,2.597701149,0.218390805,0.034482759,0,0.287356322,2016central,las nieves,1,0.168038985
481,5,Usme,LEGALIZADO,marichuela,50146,2.35E-05,0.02642595,57,288300.8813,12012,41664.805,0.123362079,0,0.876637921,0,0,0,0,9293.549845,4068.816571,0.437810808,4358.470646,0.468978024,0,0,0,0,0,0,863.7874132,0.09294483,0,0,0,0.003729167,0.071701833,0.002867,0.047307083,0.3372845,0.057389,0.166666667,0.333333333,0.083333333,0,0.333333333,2016south,marichuela,2,0.166500167
2892,10,Engativá,SIN LEGALIZAR,villa del mar - urb. tierragrata,100249,1.40E-05,0.019100453,73,171821.1824,6013,34995.68514,0.299101683,0,0,0.700898317,0,0,0,1275.551322,231.8351117,0.181752869,1043.71621,0.818247131,0,0,0,0,0,0,0,0,0,0,0.068673229,0.018467071,0.107012643,0.0941332,0.185261971,0.158318,0.249576343,1.114285714,0.042857143,0.042857143,0,0.1,2016north,villa del mar - urb. tierragrata,1,0.166306336
2844,18,Rafael Uribe,SIN LEGALIZAR,s.c. murillo toro,180137,1.77E-05,0.019062251,39,217471.6961,6325,29084.24459,0.019794451,0,0,0.980205549,0,0,0,6322.820666,2416.478716,0.382183656,3795.676387,0.600313782,0,0,0,0,0,0,0,0,0,0,0.00384845,0.0149814,0.09644117,0.02230934,0.26203789,0.23907213,0.03859029,1.16,0.02,0.01,0,1.78,2016south,s.c. murillo toro,1,0.158102767
415,4,San Cristóbal,LEGALIZADO,atenas,40009,1.70E-05,0.022548739,34,208101.3341,6449,30989.71002,0.041598711,0,0.958401289,0,0,0,0,5851.153326,3120.138633,0.533251901,2569.619322,0.439164585,0,0,0,0,27.17179692,0.004643836,5.902183001,0.001008721,0,0,0.013406347,0.005626545,0.09847401,0.056929782,0.31213702,0.254005089,0.083261703,1.396039604,0.02970297,0.02970297,0,0.069306931,2016south,atenas,1,0.1550628
687,6,Tunjuelito,SIN LEGALIZAR,nuevo muzu ii sector 1 a etapa,60015,1.93E-05,0.018705873,42,237178.7806,6598,27818.67746,0.105279625,0,0,0.894720375,0,0,0,8118.503551,0,0,3016.730034,0.371586957,0,0,0,0,2172.319406,0.267576333,2929.454112,0.36083671,0,0,0.005556515,0.000178879,0.113399939,0.05194303,0.250007182,0.245333242,0.087794061,0.606060606,0.060606061,0.090909091,0,0.060606061,2016south,nuevo muzu ii sector 1 a etapa,1,0.151561079
3519,10,Engativá,SIN LEGALIZAR,la bonanza,100087,2.14E-05,0.018528711,26,263105.6163,6674,25366.23921,0.17457,0,0,0.82543,0,0,0,6843.989073,2618.454495,0.382591858,2961.176688,0.432668237,0,0,591.9220329,0.086487869,0,0,0,0,672.4358572,0.098252035,0.009119497,0.003777594,0.073469063,0.07221142,0.366994372,0.253962042,0.02525717,1.3125,0.041666667,0.03125,0,0.086805556,2016north,la bonanza,1,0.149835181
682,13,Teusaquillo,LEGALIZADO,san luís,130049,3.89E-05,0.027586113,100,476756.5726,6800,14263.04406,0.037139893,0,0,0.008171526,0.954688581,0,0,14879.46055,1817.638674,0.122157565,2665.102029,0.179112813,0,0,452.3867175,0.030403435,4121.344419,0.276982113,3957.852371,0.265994346,1729.651999,0.116244268,0.037445148,0.013588892,0.109124717,0.07169251,0.235089513,0.211766402,0.155733412,1.100869565,0.053913043,0.182608696,0,0.147826087,2016central,san luís,1,0.147058824
3227,16,Puente Aranda,SIN LEGALIZAR,las carabelas,160037,3.85E-05,0.032559913,40,472780.0778,6870,14531.06914,0.132147257,0,0,0.867852743,0,0,0,13443.00015,5084.975505,0.378261954,5877.821185,0.437240283,0,0,215.847701,0.016056513,0,0,390.0879416,0.029017923,1796.269719,0.133621193,0.020626602,0.006867703,0.094550975,0.069260273,0.288106612,0.267311478,0.093016658,0.585840708,0.03539823,0.046017699,0,0.132743363,2016south,las carabelas,1,0.145560408
3558,11,,LEGALIZADO,aures ii,110033,2.54E-05,0.027000246,28,311177.4162,13778,44276.99211,0.166640838,0,0.833359162,0,0,0,0,10656.10784,5231.463731,0.490935697,4401.228928,0.413024061,0,0,698.808848,0.065578245,0,0,0,0,127.0100988,0.011918995,0.001165667,0,0.275518,0.037325333,0.210579167,0.232076,0.009475,2.666666667,0,0.166666667,0,0.333333333,2016north,aures ii,2,0.145158949
2797,13,Teusaquillo,LEGALIZADO,la soledad,130031,4.84E-05,0.029839889,101,593837.9157,6965,11728.78965,0.027724951,0,0,0,0.972275049,0,0,16647.37898,4843.65674,0.290956117,5181.572817,0.311254572,0,0,4186.362153,0.251472749,289.8563086,0.017411528,668.5243116,0.040157932,1446.871731,0.086912885,0.033168874,0.012145822,0.100519993,0.060295794,0.25597723,0.168982781,0.170961436,0.803596127,0.034578147,0.049792531,0,0.269709544,2016central,la soledad,1,0.143575018
2558,9,Fontibón,SIN LEGALIZAR,ciudad salitre,90021,2.69E-05,0.021597086,110,329945.8359,7237,21933.90312,0.307472169,0,0,0,0.692527831,0,0,9438.379789,1859.088653,0.196971164,2211.108423,0.234267795,0,0,836.8361959,0.08866312,220.1788536,0.023328035,0,0,2783.322863,0.294894137,0.031643219,0.012688855,0.188239162,0.040033882,0.142797408,0.180032706,0.23551339,0.50877193,0.065789474,0.083333333,0,0.109649123,2016central,ciudad salitre,1,0.138178803
867,12,Barrios Unidos,LEGALIZADO,popular modelo,120045,3.55E-05,0.034128681,22,436148.2602,7354,16861.23888,0.32367681,0,0,0.022351553,0.653971637,0,0,10189.08023,4425.159257,0.434304094,4236.15357,0.415754266,0,0,811.8372661,0.079677189,189.829674,0.018630698,159.6682855,0.01567053,177.7026541,0.0174405,0.006643803,0.005228582,0.074569878,0.028079667,0.202169033,0.16907293,0.0862573,0.488262911,0,0.018779343,0,1.539906103,2016central,popular modelo,1,0.135980419
725,11,,LEGALIZADO,cantalejo,110095,1.30E-05,0.019106806,18,159826.2997,7439,46544.27972,0,0,0.045914929,0.951813924,0.002271147,0,0,3073.637246,983.7949333,0.32007516,1941.479209,0.631655285,0,0,0,0,0,0,0,0,0,0,0.046734677,0.0230664,0.085371846,0.045760169,0.299687892,0.136791,0.1281608,0.938461538,0.046153846,0.015384615,0,0.076923077,2016north,cantalejo,1,0.13442667
3486,10,Engativá,LEGALIZADO,la granja,100098,2.74E-05,0.025741919,30,335666.797,7488,22307.83642,0.034052625,0,0,0.965947375,0,0,0,9103.538326,3107.411531,0.341341072,3430.390849,0.37681951,0,0,0,0,0,0,0,0,2331.508769,0.256110172,0.004415056,0.00839004,0.075722175,0.067765785,0.44314248,0.204262034,0.03504665,0.677966102,0.050847458,0.107344633,0,0.186440678,2016north,la granja,1,0.133547009
1785,7,Bosa,LEGALIZADO,olarte,70220,3.77E-05,0.033735165,49,462155.6651,15771,34124.86569,0.416487094,0,0.583512906,0,0,0,0,15036.34133,7112.921962,0.473048716,4809.943124,0.319887865,0,0,29.42292135,0.001956787,266.1875836,0.017702949,0,0,1371.098236,0.091185629,0.019821444,0.003459444,0.323869444,0.040855556,0.019092556,0.097767222,0.158081667,2.333333333,0.333333333,0,0,0.222222222,2016south,olarte,2,0.12681504
2550,2,Chapinero,SIN LEGALIZAR,s.c. chico norte,20063,7.91E-05,0.043572941,97,970756.5747,8066,8308.983128,0.039382056,0,0,0,0,0,0.960617944,20066.31441,8511.805087,0.424183779,5223.230993,0.260298473,0,0,2568.442502,0.12799772,0,0,1060.108262,0.052830243,2052.874473,0.10230451,0.012791301,0.005561945,0.113770743,0.039994967,0.240678586,0.119289611,0.193403458,0.590707965,0.039823009,0.048672566,0,1.14380531,2016north,s.c. chico norte,1,0.123977188
2651,10,Engativá,LEGALIZADO,la estrada,100093,4.19E-05,0.030787077,26,513631.5287,16357,31845.7865,0.005409773,0,0,0.994590227,0,0,0,15630.67726,3881.487867,0.248324996,8895.430268,0.569100758,0,0,1281.610777,0.081993298,0,0,5.066627586,0.000324146,1567.081717,0.100256802,0.001075095,0.000537284,0.069666673,0.068929028,0.510986199,0.195553536,0.005126246,1.165876777,0.066350711,0.037914692,0,0.099526066,2016north,la estrada,2,0.12227181
2869,16,Puente Aranda,LEGALIZADO,colon,160013,2.36E-05,0.02451511,43,288987.2025,8218,28437.24542,0.059093572,0,0,0.940906428,0,0,0,9183.456458,3503.876297,0.381542213,5323.888422,0.579725994,0,0,0,0,0,0,0,0,355.6917387,0.038731793,0.017174809,0.005629169,0.091873544,0.080438336,0.428883431,0.165209581,0.059108951,0.659313725,0.024509804,0.022058824,0,0.156862745,2016central,colon,1,0.121684108
1228,8,Kennedy,LEGALIZADO,la igualdad,80151,2.87E-05,0.034062618,44,352442.5514,8301,23552.77468,0,0,0.454378678,0,0.545621322,0,0,9556.014461,2024.529363,0.211859177,4013.24039,0.419970104,0,0,1105.483683,0.115684597,716.5006812,0.074979029,0,0,1471.809249,0.154019153,0.013667876,0.004086508,0.093706461,0.051487,0.342868642,0.206024,0.059315389,1.512953368,0.093264249,0.124352332,0,0.067357513,2016central,la igualdad,1,0.120467414
641,1,Usaquén,LEGALIZADO,cedritos,10050,5.10E-05,0.036974614,13,625764.0009,17271,27599.86189,0.030460412,0,0,0,0.871073669,0.09846592,0,10675.4249,5826.637966,0.545799162,2825.722465,0.264694145,0,0,1754.4264,0.164342536,0,0,3.703445993,0.000346913,0,0,0.031664784,0.023005952,0.107410536,0.060421084,0.208823548,0.190339272,0.177845551,1.296407186,0.128742515,0.065868263,0,0.134730539,2016north,cedritos,2,0.115801054
2660,6,Tunjuelito,SIN LEGALIZAR,san vicente ferrer,60024,3.59E-05,0.024837507,42,440804.3489,17438,39559.50081,0.01732372,0,0.98267628,0,0,0,0,13694.44735,8575.30665,0.626188588,4677.172812,0.341537902,0,0,0,0,0,0,413.8369031,0.030219321,0,0,0.002407036,0.001599818,0.073642304,0.038171941,0.490900953,0.126878417,0.007989085,0.875494071,0.019762846,0.015810277,0,0.731225296,2016south,san vicente ferrer,2,0.114692052
2794,13,Teusaquillo,LEGALIZADO,nicolás de federman,130033,4.24E-05,0.033265766,106,519710.2843,8825,16980.61452,0.20919381,0,0,0,0.153251233,0.637554957,0,13830.91577,3955.283611,0.285974094,4491.017994,0.32470865,0,0,2069.276614,0.149612408,0,0,267.1035288,0.019312064,2097.148231,0.151627576,0.016445213,0.01252278,0.126503062,0.046548503,0.189892602,0.202873389,0.194966256,0.700228833,0.041189931,0.043478261,0,0.128146453,2016central,nicolás de federman,1,0.113314448
3330,4,San Cristóbal,LEGALIZADO,san blass,40173,2.19E-05,0.025074325,32,269308.5042,9550,35461.18987,0.116646832,0,0.883353168,0,0,0,0,9841.169958,4160.464317,0.422761149,5025.207259,0.510631082,0,0,0,0,548.3237642,0.055717335,59.1216314,0.006007582,0,0,0.013410953,0.012349791,0.087366023,0.049328744,0.387819349,0.216818488,0.084750767,2.325581395,0,0.023255814,0,0.186046512,2016south,san blass,1,0.104712042
3499,18,Rafael Uribe,SIN LEGALIZAR,s.c. quiroga,180140,3.21E-05,0.026377083,39,393871.7275,9990,25363.58744,0.231772266,0,0,0.768227734,0,0,0,14750.55398,6470.634201,0.438670589,7720.584855,0.523409823,0,0,0,0,237.9720302,0.016133091,103.438585,0.007012522,0,0,0.00121,0,0.089724077,0.038101923,0.416239846,0.212561654,0.057796462,1.538461538,0.038461538,0.038461538,0,0.192307692,2016south,s.c. quiroga,1,0.1001001
418,4,San Cristóbal,LEGALIZADO,san martín de loba,40185,2.79E-05,0.032054525,50,342778.9766,10246,29890.98136,0.094822245,0.213439505,0.69173825,0,0,0,0,10454.68601,4038.147683,0.386252412,5872.246462,0.561685588,0,0,0,0,0.467997846,4.48E-05,152.4277313,0.014579848,0,0,0.001557772,0.007743761,0.068107054,0.041606902,0.317688543,0.1239115,0.017008424,0.554347826,0.02173913,0.02173913,0,0.543478261,2016south,san martín de loba,1,0.097599063
2096,11,,LEGALIZADO,el batan,110148,4.53E-05,0.034893702,20,555941.7481,10267,18467.7622,0.070025705,0,0,0,0,0.929974295,0,13041.77032,4769.302008,0.365694372,4776.140339,0.366218713,0,0,2005.278949,0.153758186,0,0,0,0,1384.404682,0.106151592,0.038293175,0.017787188,0.112107482,0.042110587,0.211331648,0.223732723,0.157762465,0.326869806,0.04432133,0.049861496,0,0.108033241,2016north,el batan,1,0.097399435
2634,10,Engativá,SIN LEGALIZAR,santa rosita,100233,2.86E-05,0.022505003,30,351144.9119,10775,30685.33712,0.128266702,0,0,0.871733298,0,0,0,11169.04419,3745.89539,0.335381911,4916.57191,0.440196298,0,0,715.3628134,0.064048705,18.76060685,0.001679697,0,0,1772.453474,0.158693389,0.032278883,0.004335502,0.086864982,0.049213949,0.312184044,0.283750784,0.048922168,1.043956044,0.04029304,0.043956044,0,0.113553114,2016north,santa rosita,1,0.092807425
563,10,Engativá,LEGALIZADO,bochica ii,100015,3.88E-05,0.025599878,72,475446.5512,10894,22913.19597,0.545303545,0,0,0.454696455,0,0,0,7285.607411,1646.126315,0.22594222,1827.519343,0.250839668,0,0,259.9189986,0.03567568,308.1403614,0.042294396,0,0,2142.83236,0.29411856,0.054381685,0.011315126,0.11936355,0.028380874,0.100002324,0.272366441,0.224119216,1.630630631,0.693693694,0.054054054,0,0.108108108,2016north,bochica ii,1,0.091793648
2747,11,,LEGALIZADO,nueva zelanda,110405,1.95E-05,0.020760483,17,239163.7773,11227,46942.72739,0.12027392,0,0,0.516908071,0.362818008,0,0,7037.326438,2272.30125,0.322892688,3447.038263,0.489822135,0,0,1094.276583,0.155496067,0,0,0,0,158.7836322,0.022563062,0,0.026678,0.144776333,0.147515,0.184758167,0.240443,0.053131167,2.166666667,0.5,0.333333333,0,0,2016north,nueva zelanda,1,0.08907099
