objectid,cod_loc,localidad,estado,barriocomu,cod_polbar,shape_area,shape_len,codigo_upz,area_m2,population_x,pop_density_x,estrato_0,estrato_1,estrato_2,estrato_3,estrato_4,estrato_5,estrato_6,street_total_length,street_len_CL,street_ratio_CL,street_len_KR,street_ratio_KR,street_len_None,street_ratio_None,street_len_AK,street_ratio_AK,street_len_TV,street_ratio_TV,street_len_DG,street_ratio_DG,street_len_AC,street_ratio_AC,fence_ratio,wall_ratio,road_ratio,sidewalk_ratio,building_ratio,sky_ratio,vegetation_ratio,person_count,bicyclist_count,motorcyclist_count,other_rider_count,street_light_count,source,Matched_Barrio,Cantidad,murder_rate_per_1000
2489,1,Usaquén,SIN LEGALIZAR,s.c. el verbenal,10173,6.51E-06,0.016917597,9,79883.47207,1325,16586.66011,0,0,0,0.433565267,0.566434733,0,0,2191.167175,2.348886479,0.00107198,275.4030289,0.125687822,0,0,393.3277369,0.179506037,0,0,483.2032266,0.220523213,279.865951,0.1277246,0.094179046,0.018724736,0.093011839,0.053845425,0.116751402,0.287747586,0.133664759,0.804597701,0.206896552,0.011494253,0,0.114942529,2016north,s.c. el verbenal,1,0.754716981
3038,14,Los Mártires,LEGALIZADO,la pepita,140011,1.88E-05,0.021732498,102,230908.7912,1326,5742.527139,0.10867483,0,0,0.89132517,0,0,0,5728.249177,2405.162561,0.419877433,3109.999122,0.542923156,0,0,0,0,0,0,0,0,213.087494,0.037199411,0.012265952,0.002499564,0.090499044,0.0552453,0.395350855,0.180200048,0.028397194,2.49339207,0.022026432,0.039647577,0,0.22907489,2016south,la pepita,1,0.754147813
3370,16,Puente Aranda,SIN LEGALIZAR,villa sonia,160070,1.14E-05,0.015426607,41,140298.0955,1333,9501.198113,0.021006378,0,0,0.9670841,0.011909522,0,0,5816.281308,1305.793422,0.224506579,1296.01965,0.222826163,0,0,979.766311,0.16845236,595.4553059,0.102377322,439.5191369,0.075567036,1109.448445,0.19074876,0.018625071,0.005673186,0.118642637,0.029794973,0.220191381,0.142253628,0.174768593,0.424778761,0.008849558,0.03539823,0,1.212389381,2016south,villa sonia,1,0.750187547
1086,8,Kennedy,SIN LEGALIZAR,san andrés,80253,1.29E-05,0.021168618,45,158593.7394,4091,25795.46971,0.025878943,0,0.489780877,0.48434018,0,0,0,3419.460924,1407.489788,0.411611602,1108.185939,0.32408206,0,0,26.38212177,0.007715287,147.2203073,0.04305366,0,0,472.9870372,0.138322106,0.021158233,0.041532524,0.097107835,0.078307291,0.332973476,0.230179515,0.039885515,1.165048544,0.029126214,0,0,0.13592233,2016south,san andrés,3,0.733317037
3358,6,Tunjuelito,LEGALIZADO,tunjuelito,60031,3.54E-05,0.024939467,62,434996.4574,9984,22951.91106,0.04204201,0,0.95795799,0,0,0,0,12249.45582,5487.980749,0.448018331,6282.504386,0.512880285,0,0,11.38576528,0.000929492,429.1063346,0.035030645,0,0,0,0,0.011049776,0.008642171,0.073185111,0.045709811,0.355275271,0.149659361,0.00881675,1.026315789,0.065789474,0.023684211,0,0.431578947,2016south,tunjuelito,7,0.701121795
1175,8,Kennedy,LEGALIZADO,castilla,80047,2.68E-05,0.021413238,46,328680.6874,4301,13085.64867,0.210569988,0,0,0.789430012,0,0,0,10031.52652,5411.293042,0.539428674,2814.070526,0.280522662,0,0,615.2036847,0.061327026,0,0,9.500565986,0.000947071,1181.458696,0.117774567,0.015648621,0.0016318,0.113365121,0.041441732,0.198303605,0.336808032,0.070226079,1.2,0.073684211,0.1,0,0.152631579,2016central,castilla,3,0.697512206
3232,9,Fontibón,LEGALIZADO,centro fontibón,90017,3.60E-05,0.02637461,75,441720.7202,5786,13098.77426,0.063923743,0,0,0.936076257,0,0,0,9982.63221,5063.483347,0.50722928,3639.364051,0.364569582,0,0,596.7655176,0.059780377,60.62773445,0.006073321,2.115120476,0.00021188,454.9578103,0.045574935,0,0,0.08879225,0.102828,0.34885225,0.2488165,0.041915,0.5,0,0.25,0,0.25,2016central,centro fontibón,4,0.691323885
836,1,Usaquén,LEGALIZADO,california,10044,3.60E-06,0.008313575,11,44223.57857,1449,32765.32671,0,0,0,1,0,0,0,1212.738579,323.7844,0.266986147,587.7861635,0.484676726,0,0,0,0,0,0,0,0,301.1680151,0.248337128,0.007783152,0.002023848,0.085970242,0.088205303,0.329116333,0.214680394,0.02340603,1.454545455,0.121212121,0.121212121,0,0.121212121,2016north,california,1,0.690131125
308,4,San Cristóbal,LEGALIZADO,san vicente,40189,7.33E-06,0.012117617,32,89997.59292,2933,32589.76051,0.026448635,0,0.973551365,0,0,0,0,2734.447468,1169.842299,0.427816702,1339.942011,0.490022948,0,0,0,0,2.539572301,0.000928733,212.9561882,0.077879056,0,0,0.014032615,0.014390231,0.106444385,0.010183,0.259694,0.209612538,0.067530923,0.846153846,0,0.076923077,0,0.923076923,2016south,san vicente,2,0.68189567
3634,3,Santa Fe,LEGALIZADO,lourdes,30029,7.65E-06,0.013848839,96,93908.08763,2991,31850.29187,0.104176866,0,0.895823134,0,0,0,0,2775.864117,748.7492426,0.269735553,1483.412421,0.534396627,0,0,0,0,0,0,405.6484242,0.146134107,0,0,0.005694306,0.008722972,0.050371778,0.04799025,0.335851278,0.200365389,0.019807167,0.583333333,0,0.083333333,0,0.194444444,2016south,lourdes,2,0.668672685
550,9,Fontibón,LEGALIZADO,puerta de teja,90088,6.25E-06,0.010494578,115,76696.06983,1517,19779.37075,0.084378527,0,0,0.915621473,0,0,0,2399.45674,1033.99262,0.430927803,636.8556897,0.265416617,0,0,503.7769735,0.209954597,0.661089603,0.000275516,223.4483239,0.093124548,0,0,0.018314556,0.010995111,0.152353889,0.005343111,0.234422556,0.263963444,0.109253556,0.555555556,0,0,0,0.555555556,2016north,puerta de teja,1,0.659195781
1460,19,Ciudad Bolívar,SIN LEGALIZAR,urb. las quintas,190256,2.80E-06,0.010794593,67,34343.01107,1532,44608.78509,0.28544154,0,0.71455846,0,0,0,0,1896.714318,1121.118107,0.591084327,675.7359084,0.356266572,0,0,0,0,51.73453509,0.027275871,0,0,0,0,0.0424395,0.0710895,0.067706,0.0625375,0.1488235,0.32177375,0.002926,1.25,0,0,0,0.5,2016south,urb. las quintas,1,0.652741514
2531,14,Los Mártires,LEGALIZADO,san victorino,140017,1.25E-05,0.014479855,102,152973.3227,1540,10067.11479,0,0,0.217231518,0.782768482,0,0,0,3563.627665,1019.290184,0.286026005,1560.995616,0.438035553,0,0,0,0,0,0,0,0,983.3418646,0.275938442,0.023114795,0.007587248,0.121316479,0.039645282,0.333586889,0.214255795,0.025945709,1.299145299,0.051282051,0.162393162,0,0.205128205,2016south,san victorino,1,0.649350649
1081,8,Kennedy,LEGALIZADO,maria paz,80186,2.99E-05,0.024959923,80,366370.2433,12444,33965.64057,0.149897302,0,0.753475217,0.096627481,0,0,0,14592.75709,3415.833494,0.234077321,4368.621242,0.299369147,0,0,1955.02467,0.133972262,2356.773664,0.161502974,2484.841771,0.170279115,0,0,0.04452611,0.014216247,0.073069087,0.036640653,0.206539196,0.193207187,0.012822635,0.876712329,0.03652968,0.054794521,0,0.566210046,2016central,maria paz,8,0.642880103
3498,18,Rafael Uribe,SIN LEGALIZAR,s.c. olaya,180138,2.86E-05,0.022355378,39,350815.7575,4723,13462.90723,0.251884527,0,0,0.748115473,0,0,0,8365.53757,3081.794118,0.368391642,5212.042248,0.623037337,0,0,0,0,4.337188346,0.000518459,0,0,0,0,0.005447199,0.012730018,0.115680376,0.046397982,0.235229787,0.281456729,0.059084362,2.298642534,0.081447964,0.085972851,0,0.34841629,2016south,s.c. olaya,3,0.635189498
229,8,Kennedy,SIN LEGALIZAR,carvajal,80041,9.19E-05,0.073666748,45,1127769.813,14557,12907.77588,0.071601739,0,0,0.928398261,0,0,0,28787.46561,10642.10015,0.369678258,13264.59199,0.460776651,0,0,2576.25607,0.089492285,373.6767386,0.012980536,0,0,1896.355311,0.06587434,0.025545,0.005121084,0.119502463,0.046892227,0.282294216,0.240130484,0.052350375,1.239215686,0.121568627,0.078431373,0.001960784,0.170588235,2016central,carvajal,9,0.618259257
1354,19,Ciudad Bolívar,LEGALIZADO,meissen,190128,1.04E-05,0.020272333,67,127132.8896,1646,12947.08242,0.3164582,0.057208952,0.626332848,0,0,0,0,3157.563391,1046.48059,0.331420295,1414.238297,0.447889123,0,0,42.3029993,0.013397356,58.63887127,0.018570924,0,0,485.5651395,0.15377843,0.049612809,0.012897383,0.067493149,0.046987128,0.239462064,0.242802404,0.068488,1.042553191,0,0.042553191,0,0.531914894,2016south,meissen,1,0.607533414
2676,2,Chapinero,LEGALIZADO,el refugio,20030,1.64E-05,0.018267874,88,200871.6927,1646,8194.285505,0.068797548,0,0,0,0,0,0.931202452,4853.353137,438.2110834,0.090290377,1988.687149,0.409755295,0,0,635.6113021,0.130963333,1245.009229,0.25652558,0,0,19.39017024,0.003995211,0.009975248,0.028747324,0.106996162,0.026654483,0.169492876,0.139224333,0.167247457,0.244444444,0.053968254,0.085714286,0,0.095238095,2016central,el refugio,1,0.607533414
24,4,San Cristóbal,LEGALIZADO,la nueva gloria,40079,1.47E-05,0.018126494,51,180889.3706,4973,27491.94153,0.125566505,0,0.874433495,0,0,0,0,6220.927186,2771.153405,0.445456653,1090.546921,0.175302955,0,0,0,0,1070.789211,0.172126948,921.3573427,0.148106113,0,0,0.017263883,0.023609172,0.055295189,0.046558589,0.409195733,0.227146567,0.074510244,0.561111111,0,0.055555556,0,0.027777778,2016south,la nueva gloria,3,0.603257591
2293,11,,LEGALIZADO,villa elisa,110800,8.18E-06,0.029676719,28,100353.7728,3329,33172.64421,0,0,0.109222352,0.890777648,0,0,0,2881.985248,1602.257552,0.555956195,1201.037089,0.416739499,0,0,0,0,0,0,0,0,78.69060709,0.027304306,0.015825838,0.010432149,0.075993,0.074175365,0.423484986,0.158510405,0.034284338,2.108108108,0,0.081081081,0,0.094594595,2016north,villa elisa,2,0.600781015
3298,12,Barrios Unidos,LEGALIZADO,juan xxiii,120015,1.54E-05,0.018049365,98,189486.2957,1691,8924.128229,0.040535658,0,0,0.959464342,0,0,0,6320.259262,1878.94657,0.297289477,1585.665373,0.250886128,0,0,1026.630774,0.162434915,0,0,0,0,1822.889799,0.288420099,0.012812211,0.003211711,0.093107934,0.041596337,0.299697789,0.272794886,0.024860277,0.78313253,0.042168675,0.096385542,0,0.5,2016central,juan xxiii,1,0.591366056
857,12,Barrios Unidos,LEGALIZADO,quinta mutis,120047,1.29E-05,0.015277883,98,158580.7736,1692,10669.64148,0.263182084,0,0,0.736817916,0,0,0,3370.141815,1189.509976,0.352955466,966.3280496,0.286732162,0,0,525.1096036,0.155812317,0,0,0,0,689.1941866,0.204500055,0.008849689,0.011915018,0.107232045,0.041791586,0.225535662,0.271933833,0.093826441,1.603603604,0.040540541,0.148648649,0,0.117117117,2016central,quinta mutis,1,0.591016548
1070,8,Kennedy,LEGALIZADO,el amparo,80082,2.07E-05,0.022219851,80,253724.639,12234,48217.62699,0.0745725,0,0.9254275,0,0,0,0,10617.58337,5002.323045,0.471135744,5129.908627,0.483152187,0,0,0,0,0,0,485.351701,0.045712069,0,0,0.002608542,0.003138854,0.067079849,0.036530349,0.515431802,0.111626365,0.002180443,2.484375,0.03125,0.145833333,0.015625,0.171875,2016central,el amparo,7,0.572175903
881,13,Teusaquillo,SIN LEGALIZAR,santa clara,130050,3.83E-06,0.009662658,107,47022.21438,1882,40023.63616,0.167627729,0,0,0,0.832372271,0,0,1115.38453,158.7792551,0.142353826,698.1631489,0.625939423,0,0,0,0,0,0,0,0,194.5852293,0.174455736,0.032314942,0.016885538,0.122410346,0.058277058,0.280953654,0.14799875,0.201301423,1.346153846,0.019230769,0.019230769,0,0.019230769,2016central,santa clara,1,0.531349628
580,4,San Cristóbal,LEGALIZADO,san josé oriental,40182,5.39E-06,0.014224703,50,66196.91306,1901,28717.35119,0.111582838,0,0.888417162,0,0,0,0,2320.733455,1230.684206,0.530299679,938.4229434,0.40436481,0,0,0,0,73.54361879,0.031689817,0,0,0,0,0.000139857,0,0.166223571,0.035009143,0.307065143,0.254709,0.042359286,2,0,0.428571429,0,1.857142857,2016south,san josé oriental,1,0.526038927
3861,15,Antonio Nariño,LEGALIZADO,policarpa salavarrieta,150011,1.10E-05,0.013473192,35,135572.6537,5973,44057.55762,0.09202937,0,0.90797063,0,0,0,0,4576.366233,1852.779061,0.404858127,2723.587172,0.595141873,0,0,0,0,0,0,0,0,0,0,0.018437258,0.004582424,0.137555727,0.04275297,0.287886061,0.262123303,0.023457167,2.287878788,0.060606061,0.136363636,0,0.075757576,2016south,policarpa salavarrieta,3,0.502260171
3260,3,Santa Fe,LEGALIZADO,san diego,30044,2.08E-05,0.022283151,91,254908.6442,2036,7987.175197,0.498327074,0,0,0.151546347,0.350126578,0,0,7738.258396,2747.656736,0.355074307,4364.69908,0.564041527,0,0,0,0,0,0,0,0,0,0,0.009595926,0.029383141,0.097782104,0.066559759,0.299678463,0.134983467,0.095212293,3.2,0.17037037,0.081481481,0,0.17037037,2016central,san diego,1,0.491159136
1011,8,Kennedy,LEGALIZADO,class,80076,2.11E-05,0.019757465,81,259494.3114,6213,23942.72139,0.027881307,0,0.972118693,0,0,0,0,7493.266855,2536.814338,0.338545842,3884.586697,0.518410297,0,0,822.5737519,0.109775051,0,0,1.192409766,0.000159131,244.4915284,0.032628162,0,0,0.1807196,0.0310818,0.1109136,0.2655158,0.0965446,0.6,0,0.2,0,0,2016central,class,3,0.482858522
3300,12,Barrios Unidos,LEGALIZADO,12 de octubre,120007,2.89E-05,0.029428719,22,354822.9723,4163,11732.61126,0.095347039,0,0,0.904652961,0,0,0,9975.127192,2108.341431,0.211359854,3823.609084,0.383314319,0,0,2075.993803,0.208117026,641.3661997,0.064296544,243.8107122,0.024441865,1004.555822,0.100706066,0.006186753,0.012573473,0.07409444,0.04958222,0.330727324,0.240725033,0.023246753,1.153846154,0.021978022,0.038461538,0,0.230769231,2016central,12 de octubre,2,0.480422772
3737,11,,LEGALIZADO,villas del rincón,110817,3.49E-06,0.008787565,28,42822.75789,2085,48689.06401,0.405562496,0,0.594437504,0,0,0,0,1636.271497,869.900766,0.531635959,766.3707308,0.468364041,0,0,0,0,0,0,0,0,0,0,0.018662081,0.003977568,0.121751541,0.050283189,0.304638027,0.266513432,0.05912973,0.972972973,0.135135135,0.027027027,0,0.054054054,2016north,villas del rincón,1,0.479616307
1155,8,Kennedy,SIN LEGALIZAR,ciudad kennedy supermanzana 8,80073,2.37E-05,0.021071715,47,290849.999,6421,22076.6719,0.104231202,0,0,0.895768798,0,0,0,8506.558902,4329.37881,0.508945963,2483.729194,0.291978134,0,0,0,0,1650.274405,0.194000232,0,0,0,0,0.011152127,0.006808,0.104905989,0.037710431,0.265271376,0.149259906,0.089111376,0.861878453,0.038674033,0.082872928,0,1.011049724,2016central,ciudad kennedy supermanzana 8,3,0.467216944
379,1,Usaquén,LEGALIZADO,san,10190,5.80E-06,0.011517563,14,71132.99379,2149,30211.01581,0,0,0.002345003,0.00307292,0.994582078,0,0,1252.426528,679.1168027,0.542240832,412.3343053,0.329228339,0,0,160.9754204,0.128530829,0,0,0,0,0,0,0.0678941,0.12591305,0.1194613,0.05017345,0.171183,0.1290822,0.19239315,0.25,0,0,0,0,2016north,san,1,0.465332713
3052,16,Puente Aranda,LEGALIZADO,remanso,160049,1.60E-05,0.028906114,40,196633.8686,2234,11361.21674,0.424665737,0,0,0.575334263,0,0,0,4594.602414,277.5757155,0.060413435,1593.815639,0.346888696,0,0,45.19899405,0.009837411,1343.244567,0.292352732,1047.248563,0.227930182,219.3826927,0.047747917,0.015015324,0.007233514,0.114832162,0.063454757,0.279745784,0.306705,0.065930568,1.162162162,0,0.135135135,0,0,2016south,remanso,1,0.447627574
479,5,Usme,LEGALIZADO,chapinerito,50032,5.05E-06,0.010597274,59,62015.20786,2256,36378.17364,0.27391945,0.694333521,0.031747029,0,0,0,0,2544.210704,1287.690864,0.506125873,1256.51984,0.493874127,0,0,0,0,0,0,0,0,0,0,0.00194325,0.003527875,0.091907125,0.02389475,0.142133375,0.2018735,0.124533875,0.5,0.125,0,0,0,2016south,chapinerito,1,0.443262411
690,6,Tunjuelito,SIN LEGALIZAR,laguneta,60012,7.00E-06,0.014448065,42,85948.89942,2347,27306.92325,0,0,0,1,0,0,0,2669.199658,227.2639507,0.085143106,1087.947253,0.407593059,0,0,0,0,453.7031698,0.169977232,792.2722501,0.296820153,0,0,0.0200245,0.0056265,0.060709083,0.07834,0.408170083,0.201805167,0.035661917,1,0.166666667,0,0,0,2016south,laguneta,1,0.426075841
3292,16,Puente Aranda,LEGALIZADO,puente aranda,160048,6.18E-05,0.034346015,111,757962.0805,2352,3103.057607,0.38521317,0,0,0.61478683,0,0,0,12735.55396,2970.661913,0.233257377,4424.297416,0.347397328,0,0,1531.355956,0.120242587,0,0,218.9578571,0.017192645,3000.989847,0.235638737,0.015280908,0.014884761,0.128110974,0.037899083,0.177584001,0.257625979,0.095094866,0.769670959,0.054363376,0.223175966,0,0.110157368,2016central,puente aranda,1,0.425170068
3305,12,Barrios Unidos,LEGALIZADO,entrerios,120010,1.50E-05,0.021186284,21,183709.6975,2425,13200.17415,0.04448182,0,0,0,0.95551818,0,0,3629.923199,957.3819059,0.263747152,1247.22008,0.343594068,0,0,33.37273472,0.009193785,85.58000945,0.023576259,8.886825849,0.002448213,1183.886792,0.326146512,0.001482375,0.003882563,0.150281938,0.04022825,0.144860125,0.300517938,0.13723075,0.6875,0.125,0,0,0.375,2016north,entrerios,1,0.412371134
3283,9,Fontibón,LEGALIZADO,modelia,90073,3.06E-05,0.024203244,114,375923.4383,4872,12960.08576,0.077162061,0,0,0,0.922837939,0,0,10044.35162,3627.019132,0.361100374,3573.287508,0.355750938,0,0,1314.780134,0.130897462,667.4829557,0.066453563,0,0,837.7835462,0.083408425,0.030377712,0.017977988,0.103139846,0.059378023,0.202069765,0.253998723,0.160876285,0.569230769,0.023076923,0.038461538,0,0.107692308,2016central,modelia,2,0.410509031
2847,18,Rafael Uribe,SIN LEGALIZAR,s.c. ingles,180127,3.08E-05,0.029139277,39,377988.7099,9802,25931.99147,0.031142927,0,0,0.968857073,0,0,0,10658.66662,3570.464471,0.334982282,5486.714003,0.514765514,0,0,0,0,0,0,1566.691234,0.146987544,0,0,0.002766773,0.018835833,0.11983875,0.049827273,0.319012636,0.236872742,0.03899753,1.356060606,0.083333333,0.212121212,0,0.424242424,2016south,s.c. ingles,4,0.408079984
3013,12,Barrios Unidos,LEGALIZADO,siete de agosto,120061,1.97E-05,0.018038908,98,241764.2169,2495,10319.97221,0.022545671,0,0,0.977454329,0,0,0,6441.526102,2783.824473,0.432168469,2709.434334,0.420619942,0,0,882.4985963,0.137001478,0,0,65.76869861,0.010210111,0,0,0.001616472,0.000608374,0.094459459,0.048128399,0.373736101,0.161321418,0.052318189,2.034591195,0.047169811,0.075471698,0,0.254716981,2016central,siete de agosto,1,0.400801603
537,10,Engativá,LEGALIZADO,las ferias,100115,4.27E-05,0.033418306,26,523500.9779,7634,14582.58976,0.216055398,0,0,0.783944602,0,0,0,12063.50166,3548.955467,0.294189495,4818.592162,0.399435611,0,0,1126.530933,0.093383411,207.4734775,0.017198446,0,0,2361.949624,0.195793037,0.038984573,0.004092018,0.095921639,0.038534551,0.271765693,0.263213686,0.064015489,0.49270073,0.032846715,0.091240876,0,0.667883212,2016north,las ferias,3,0.392978779
1314,19,Ciudad Bolívar,LEGALIZADO,arborizadora baja,190010,2.35E-05,0.021549395,65,287892.5036,10181,35363.89407,0.628122683,0,0.371877317,0,0,0,0,11668.79053,3204.361888,0.274609599,3510.053627,0.300806979,0,0,0,0,2566.522716,0.219947621,521.4072645,0.044683917,1800.209788,0.154275611,0.008752604,0.013542237,0.122897376,0.032507229,0.241575918,0.266327641,0.124095314,1.473469388,0.036734694,0.028571429,0,0.106122449,2016south,arborizadora baja,4,0.392888714
3502,18,Rafael Uribe,LEGALIZADO,gustavo restrepo,180053,4.08E-05,0.03242916,36,500477.8203,13143,26260.90401,0.145624563,0,0.035340124,0.819035313,0,0,0,17015.26775,7825.37464,0.459903115,8787.19271,0.516429882,0,0,0,0,0.27969549,1.64E-05,300.9037793,0.01768434,0,0,0.00604061,0.003524292,0.103929651,0.03771013,0.255458879,0.298044286,0.051623594,1.834920635,0.028571429,0.063492063,0,0.311111111,2016south,gustavo restrepo,5,0.380430647
3356,6,Tunjuelito,LEGALIZADO,san benito,60022,4.51E-05,0.028521856,62,553078.971,8153,14741.11371,0.037365711,0,0.962634289,0,0,0,0,13840.55666,5212.635346,0.376620354,7653.157156,0.552951543,0,0,0,0,0,0,0,0,41.99789825,0.003034408,0.009585889,0.030068959,0.074390872,0.040869101,0.370302524,0.207505074,0.035776764,0.692567568,0.070945946,0.054054054,0,0.114864865,2016south,san benito,3,0.367962713
906,18,Rafael Uribe,SIN LEGALIZAR,los pijaos,180083,8.89E-06,0.012263496,36,109129.581,2718,24906.17095,0.325876521,0,0,0.674123479,0,0,0,4409.63408,1469.11701,0.333160753,2622.52442,0.594726087,0,0,0,0,7.464700432,0.001692816,258.6741917,0.058661147,0,0,0.0327878,0.03041364,0.1228748,0.0206562,0.14242128,0.35485264,0.1139422,1.2,0,0.12,0,0.08,2016south,los pijaos,1,0.367917586
692,6,Tunjuelito,LEGALIZADO,venecia,60032,3.63E-05,0.02535811,42,445509.275,11221,25186.90548,0.061773686,0,0,0.938226314,0,0,0,13367.35288,802.0499366,0.060000656,4665.073819,0.3489901,0,0,45.53268987,0.003406261,668.1348305,0.049982583,7012.836819,0.524624201,0,0,0.006023195,0.005772834,0.088170134,0.06761786,0.428175041,0.180042428,0.043921834,2.330628803,0.038539554,0.056795132,0.002028398,0.139959432,2016south,venecia,4,0.356474468
1030,8,Kennedy,LEGALIZADO,pastranita i sector,80216,6.68E-06,0.011488526,81,81939.2388,2851,34794.07475,0.002098646,0,0.997901354,0,0,0,0,3107.723837,1544.755924,0.497069883,844.8931246,0.271868792,0,0,700.4266514,0.225382527,0,0,0,0,0,0,0.125063045,8.05E-05,0.331634364,0.011425273,0.131308864,0.200861045,0.109454227,0.545454545,0.136363636,0,0,0.045454545,2016central,pastranita i sector,1,0.350754121
3549,11,,LEGALIZADO,el carmen,110152,1.01E-05,0.017749881,28,124292.4022,5871,47235.38927,0,0,1,0,0,0,0,3633.31024,1548.698414,0.426249979,1764.516788,0.485649909,0,0,0,0,285.3540648,0.078538315,0,0,0,0,0.013485239,0.000336543,0.052128848,0.074547326,0.56969563,0.109517065,0.000290065,1.956521739,0.108695652,0,0,0.02173913,2016north,el carmen,2,0.340657469
521,9,Fontibón,LEGALIZADO,kasandra,90058,5.86E-06,0.010187562,77,71835.41757,2937,40885.12463,0.155324091,0,0.844675909,0,0,0,0,2511.073997,1281.519302,0.510347088,914.6560481,0.364248943,0,0,0,0,0,0,231.9319203,0.092363634,58.8079661,0.023419448,0.011374625,0.004969,0.150576625,0.008008125,0.0438755,0.367405875,0.003371,0.5,0.375,0.625,0,0.25,2016north,kasandra,1,0.340483487
1362,19,Ciudad Bolívar,LEGALIZADO,arborizadora alta,190009,9.82E-05,0.064741648,70,1205219.49,22086,18325.29277,0.544027507,0.455972493,0,0,0,0,0,43216.8379,12831.34378,0.296906123,11724.26024,0.271289174,0,0,0,0,9033.113157,0.209018373,5247.693226,0.121427052,0,0,0.028581077,0.028019308,0.098665846,0.007442308,0.120126538,0.399678923,0.089356769,0.769230769,0.153846154,0.076923077,0,0,2016south,arborizadora alta,7,0.31694286
2843,18,Rafael Uribe,SIN LEGALIZAR,s.c. claret,180124,3.00E-05,0.02363127,39,367658.9318,9585,26070.35807,0.05803315,0,0,0.94196685,0,0,0,9603.287329,3186.505697,0.331814054,3747.01679,0.390180639,0,0,0,0,682.9569857,0.071117,1986.807856,0.206888307,0,0,0.007348831,0.003041914,0.092349598,0.022859025,0.275606211,0.180339055,0.047462283,1.094182825,0.041551247,0.08033241,0,1.005540166,2016south,s.c. claret,3,0.312989045
1080,8,Kennedy,LEGALIZADO,pió xii,80228,1.44E-05,0.02007732,46,176633.3579,3236,18320.43527,0.026949557,0,0,0.973050443,0,0,0,6086.909607,2022.49855,0.33227018,977.5612685,0.160600589,0,0,223.3768464,0.036697908,399.5373222,0.06563878,187.8518282,0.03086161,1465.580928,0.240775865,0.014989154,0.003746821,0.086269474,0.066464487,0.383616423,0.219331487,0.019399974,1.397435897,0.064102564,0.076923077,0,0.076923077,2016central,pió xii,1,0.309023486
3577,11,,LEGALIZADO,prado pinzon,110438,2.47E-05,0.023509324,19,303307.2641,6479,21361.17649,0.029274691,0,0,0.965704108,0.005021201,0,0,7556.968981,2543.806614,0.336617316,2727.936297,0.360982863,0,0,1598.102114,0.211473954,0.236695729,3.13E-05,0,0,625.6564213,0.08279198,0.022947278,0.010871019,0.072879057,0.075673598,0.327401072,0.22127088,0.074268794,0.966507177,0.04784689,0.038277512,0,0.129186603,2016north,prado pinzon,2,0.308689613
3532,11,,LEGALIZADO,granada norte,110225,1.01E-05,0.023035039,18,124296.5669,3274,26340.2287,0,0,0,1,0,0,0,3715.886071,1428.224536,0.384356385,1319.775292,0.355171086,0,0,967.8862436,0.260472529,0,0,0,0,0,0,0.035213957,0.040668848,0.102185587,0.045389761,0.258873022,0.1465605,0.117061674,0.5,0.043478261,0,0,0.086956522,2016north,granada norte,1,0.305436775
2533,14,Los Mártires,LEGALIZADO,veraguas,140023,1.65E-05,0.019003991,37,202192.3572,3334,16489.24839,0.020056157,0,0,0.979943843,0,0,0,7080.695614,2490.787867,0.351771634,2292.663067,0.323790654,0,0,1869.468955,0.264023347,0,0,0,0,372.7636877,0.052645066,0.00743958,0.007514655,0.12351758,0.056308092,0.256148521,0.268655235,0.044004361,1.176470588,0.067226891,0.109243697,0,0.134453782,2016south,veraguas,1,0.299940012
2687,10,Engativá,LEGALIZADO,el real,100277,1.19E-05,0.015439194,31,145845.3413,3355,23003.82015,0.064709167,0,0,0.935290833,0,0,0,3521.783433,1648.036902,0.467955209,1331.366435,0.378037565,0,0,492.3268625,0.139794758,0,0,0,0,0,0,0.003438013,0.008094551,0.045288077,0.049880026,0.396204474,0.175897423,0.047795026,0.474358974,0.012820513,0.025641026,0,0.243589744,2016north,el real,1,0.298062593
2972,2,Chapinero,SIN LEGALIZAR,s.c. granada,20072,1.50E-05,0.019662681,90,184311.2178,3417,18539.29479,0.002219792,0,0.049871304,0,0.903453582,0.044455322,0,4555.998841,2263.888786,0.496902845,1561.43842,0.342721426,0,0,408.3596235,0.089631196,208.7151777,0.045811069,0,0,0,0,0.02095492,0.01335808,0.1328015,0.07065766,0.23586862,0.18065102,0.05243454,0.88,0,0.1,0,0.06,2016central,s.c. granada,1,0.292654375
216,12,Barrios Unidos,LEGALIZADO,polo club,120040,4.00E-05,0.034046296,98,490489.3199,3492,7119.421073,0.049376736,0,0,0,0.950623264,0,0,15361.96576,3912.653282,0.254697435,3594.791094,0.234005931,0,0,6368.531083,0.414564853,0,0,0,0,1329.156523,0.086522555,0.016901281,0.014875198,0.15676674,0.033511552,0.054339531,0.371575385,0.111905313,0.375,0.15625,0.1875,0,0.09375,2016north,polo club,1,0.286368843
3712,8,Kennedy,LEGALIZADO,timiza,80276,7.05E-05,0.055188582,48,865592.7776,14297,16517.00473,0.150483698,0,0,0.849516302,0,0,0,24628.16402,9593.124276,0.38951845,9672.521234,0.392742278,0,0,0,0,1973.590307,0.080135503,1638.39836,0.066525396,0,0,0.019760615,0.022335492,0.178226754,0.0781268,0.117301877,0.218089538,0.164889108,1.630769231,1.4,0.076923077,0,0.261538462,2016central,timiza,4,0.279778975
