barrio,longitude,latitude,fence_ratio,wall_ratio,road_ratio,sidewalk_ratio,building_ratio,sky_ratio,vegetation_ratio,person_count,bicyclist_count,motorcyclist_count,other_rider_count,street_light_count,source
Gilmar II,"-74.06196435512574","4.743488338288825","0.0403771666666666","0.0086675","0.0814399166666666","0.0784353333333333","0.2078398333333333","0.2673576666666666","0.1017726666666666","0.5","0.0","0.0","0.0","0.0833333333333333",2016north
Ginebra,"-74.02743388485354","4.708221695444907","0.0329834615384615","0.0417871538461538","0.1068797692307692","0.0356848461538461","0.1260353076923077","0.0792603846153846","0.3540937692307692","0.0769230769230769","0.0769230769230769","0.0","0.0","0.0",2016north
Ginebra Norte,"-74.02909427466271","4.709474803101555","0.02051675","0.0177097631578947","0.076079","0.0407350526315789","0.1063755131578947","0.1782712105263157","0.2358097763157894","0.5657894736842105","0.1447368421052631","0.0131578947368421","0.0","0.0394736842105263",2016north
Gran Granada,"-74.12450955405119","4.7205890994932895","0.0584135945945946","0.0024436486486486","0.0998114864864864","0.0435307837837837","0.133871027027027","0.3154906216216216","0.1765881081081081","1.4864864864864864","0.054054054054054","0.0","0.0","0.081081081081081",2016north
Gran Granada II Etapa,"-74.12295482623249","4.72037065265755","0.0205861666666666","0.0","0.0935466666666666","0.0237431666666666","0.1014588333333333","0.3826818333333333","0.162375","0.1666666666666666","0.0","0.0","0.0","0.0",2016north
Granada Norte,"-74.04942610085065","4.749473611730974","0.0352139565217391","0.0406688478260869","0.1021855869565217","0.0453897608695652","0.2588730217391304","0.1465605","0.1170616739130434","0.5","0.0434782608695652","0.0","0.0","0.0869565217391304",2016north
Granjas de Namur,"-74.050553215006","4.7500021320782","0.0557303333333333","0.0080403333333333","0.0946353333333333","0.0761563333333333","0.40015","0.0883783333333333","0.166346","0.3333333333333333","0.0","0.0","0.0","0.0",2016north
Gratamira,"-74.0745953101029","4.72840138701229","0.0286516842105263","0.0158748421052631","0.0392613684210526","0.0877652631578947","0.0753925263157894","0.2273536842105263","0.2766894210526316","0.7368421052631579","0.0","0.3157894736842105","0.0","0.1052631578947368",2016north
Guicani,"-74.05195425230207","4.7646793066279","0.0125133076923076","0.0022335","0.0669448076923076","0.0198046538461538","0.0340110384615384","0.2771675","0.1324310384615384","0.1923076923076923","0.3461538461538461","0.1153846153846153","0.0","0.1153846153846153",2016north
Guillermo Núñez,"-74.08650612188","4.71930738248456","0.012383","0.0040756","0.0596328","0.0156868","0.4606472","0.2179602","0.104328","1.2","0.0","0.0","0.0","0.0",2016north
Hato Chico II (Predio),"-74.10773250109145","4.756543129635256","0.0218534444444444","0.0026283333333333","0.4007518888888889","0.0279068888888888","0.1040124444444444","0.1721354444444444","0.1394767777777777","1.6666666666666667","0.1111111111111111","0.0","0.0","0.2222222222222222",2016north
Hipólito Restrepo,"-74.02927600587388","4.737148088055536","0.0174650588235294","0.0100318235294117","0.1034281176470588","0.0707940588235294","0.2921067647058823","0.2050551764705882","0.0594685294117647","1.0","0.0","0.0588235294117647","0.0","0.1176470588235294",2016north
Horizonte Salitre,"-74.080709294467","4.753948995574546","0.0340677272727272","0.0692304545454545","0.1265163636363636","0.0902727272727272","0.105053","0.2759828181818182","0.1514105454545454","2.363636363636364","0.0909090909090909","0.0","0.0","0.0",2016north
Horizontes,"-74.0237650773284","4.761557038714732","0.0510377073170731","0.0193443902439024","0.0603220243902438","0.0426078536585365","0.5050094634146342","0.1384297804878048","0.0392783902439024","1.6829268292682926","0.024390243902439","0.0","0.0","0.024390243902439",2016north
Horizontes Usaquén,"-74.02654140447929","4.762324841595103","0.0330930344827586","0.0022330172413793","0.0909759655172413","0.0548646896551724","0.1286663103448276","0.2976363275862069","0.1052623448275862","0.6551724137931034","0.0172413793103448","0.1724137931034483","0.0","0.1551724137931034",2016north
Huertos de la Estancia,"-74.05124069098332","4.74655965028331","0.0539942631578947","0.0117857368421052","0.0874606842105263","0.0407322105263157","0.1945125263157894","0.1138167368421052","0.2642714210526315","0.6842105263157895","0.0","0.0","0.0","0.0",2016north
Iberia,"-74.06997690997005","4.726035754602949","0.0504788333333333","0.010908037037037","0.0691909074074074","0.0718687222222222","0.1548708703703704","0.2341535925925926","0.1783364814814814","0.6851851851851852","0.0","0.074074074074074","0.0","0.0185185185185185",2016north
Iberia - Altamira,"-74.074564433448","4.729962611356","0.031677","0.0894313333333333","0.0245876666666666","0.020003","0.001551","0.1070216666666666","0.4857999999999999","0.0","0.0","0.3333333333333333","0.0","0.0",2016north
Iberia - Granada,"-74.06801671583455","4.72464630746329","0.0356057938144329","0.0184222474226804","0.0701019793814433","0.093098824742268","0.1512104020618556","0.1931067525773196","0.2528927835051546","0.4329896907216495","0.0206185567010309","0.0206185567010309","0.0","0.0515463917525773",2016north
Iberia - Santa Ana,"-74.074540728915","4.7296997029233","0.0120863333333333","0.0309163333333333","0.0823146666666666","0.0720013333333333","0.0191903333333333","0.1704406666666666","0.414766","0.0","0.0","0.6666666666666666","0.0","0.3333333333333333",2016north
Iberia - Villa Leticia,"-74.07466497479462","4.731013668529538","0.0304680769230769","0.0387726153846153","0.0838783846153846","0.0627520769230769","0.0816273076923077","0.1817924615384615","0.2431636923076923","0.0769230769230769","0.0","0.2307692307692307","0.0","0.0",2016north
Iberia Portoalegre,"-74.06565377505716","4.728046043322279","0.0417522105263157","0.0100461052631578","0.1082462631578947","0.0295980526315789","0.3147567368421052","0.1292652631578947","0.1418101578947368","2.210526315789474","0.1578947368421052","0.0","0.0","0.3684210526315789",2016north
Iberia Segovia,"-74.06924414874099","4.727387340038628","0.0418715714285714","0.035448","0.0668531428571428","0.0532245714285714","0.1169322857142857","0.1089154285714285","0.3483471428571428","1.0","0.2857142857142857","0.0","0.0","0.0",2016north
Ilarco - Los Molinos de Ilarco,"-74.06798347150591","4.700488038601134","0.0165523407407407","0.0090617851851851","0.2173711037037037","0.0367569777777777","0.1026056592592592","0.3261113629629629","0.1297573037037037","0.9925925925925926","0.9925925925925926","0.1037037037037037","0.0","0.1111111111111111",2016north
Industrias Thury Ltda.,"-74.160241869933","4.6872551817543","0.00082125","0.0","0.0967055","0.02328025","0.013238","0.2265877499999999","0.23310075","0.0","0.0","0.5","0.0","0.25",2016north
Inzuca,"-74.03175631370694","4.741460581646726","0.0060162448979591","0.0002085306122448","0.1812542857142857","0.0284403061224489","0.1825318571428571","0.3379687346938775","0.0207194081632653","1.3061224489795915","1.020408163265306","0.0","0.0","0.0408163265306122",2016north
J.J. Vargas - José Joaquín Vargas,"-74.08618087963566","4.67666225808806","0.0105153125","0.015612125","0.10247846875","0.01835140625","0.21773115625","0.24647696875","0.06688884375","0.75","0.0","0.0","0.0","0.75",2016north
Jaime Bermeo,"-74.09430653014385","4.7152737862167","0.0170356428571428","0.0127047142857142","0.0303835","0.0411049999999999","0.4597984285714286","0.1956992142857143","0.0523142142857142","1.4285714285714286","0.2142857142857142","0.0714285714285714","0.0","0.3571428571428571",2016north
Japón,"-74.0942414940388","4.721183861198441","0.0080299268292682","0.0026721341463414","0.115267231707317","0.0639782804878048","0.392394987804878","0.2337295853658536","0.0356413292682926","1.2317073170731707","0.0365853658536585","0.024390243902439","0.0","0.0853658536585365",2016north
Jardines de Oriente,"-74.04209104904969","4.73864806237244","0.0447168541666666","0.0061082291666666","0.1006174375","0.0365791666666666","0.1522695416666666","0.2018124166666667","0.2319357291666667","0.625","0.2916666666666667","0.0","0.0","0.125",2016north
Jardín Norte,"-74.03256851659324","4.739203810689485","0.0162601304347826","0.0171264565217391","0.0786098260869565","0.0698576304347826","0.357182152173913","0.2074432173913043","0.0374207391304347","1.4130434782608696","0.1956521739130435","0.108695652173913","0.0","0.217391304347826",2016north
Java I Sector,"-74.0879651723625","4.7397412858058","0.003991","0.0014425","0.0827770714285714","0.0617927857142857","0.1660817142857142","0.1423357857142857","0.2496712857142857","1.0714285714285714","0.0714285714285714","0.1428571428571428","0.0","0.0714285714285714",2016north
Java II Sector,"-74.09344934615919","4.741790577493113","0.16940775","0.0015153749999999","0.022102625","0.0343651875","0.517179375","0.1464660625","0.02431075","0.75","0.0","0.0","0.0625","0.125",2016north
Java II Sector 2,"-74.09089411271079","4.740342733929672","0.0229614571428571","0.0066252857142857","0.1064178428571428","0.0686764428571428","0.2298193142857142","0.2891998428571428","0.0559529714285714","1.7","0.0714285714285714","0.1857142857142857","0.0","0.1428571428571428",2016north
Jerez de la Frontera,"-74.062333368998","4.7266017132274","0.04755675","0.062878","0.0158955","0.0384495","0.259226","0.21789075","0.2376744999999999","0.0","0.0","0.0","0.0","0.0",2016north
Jorge Eliécer Gaitan,"-74.07377375325358","4.676804283991683","0.0103004761904761","0.0023675238095238","0.0791890714285714","0.0451116309523809","0.3096923095238095","0.265892369047619","0.0507723452380952","0.5357142857142857","0.0238095238095238","0.0357142857142857","0.0","0.1428571428571428",2016north
Julio Florez,"-74.07724941112357","4.687565643983215","0.014403","0.0018615806451612","0.0955504838709677","0.0634262741935483","0.1798178709677419","0.2473180161290322","0.1666311612903225","1.096774193548387","0.0483870967741935","0.1129032258064516","0.0","0.0483870967741935",2016north
Julio Florez - Centro Industrial Bodegones la 68,"-74.07850857118831","4.68541694063332","0.009224074074074","0.0015647160493827","0.1488679012345679","0.0293193580246913","0.0612413950617284","0.3722523827160494","0.0485757777777777","0.8765432098765432","0.1358024691358024","0.1358024691358024","0.0","0.7654320987654321",2016north
Julio Florez - Urb. Ingrura,"-74.079936418363","4.6880049866926","0.0471904999999999","0.016003","0.1470545","0.0142952499999999","0.0476867499999999","0.300262","0.2528905","0.25","0.0","0.0","0.0","0.25",2016north
Julio Florez - Urb. Ocasa,"-74.07427277609466","4.68816873275938","0.0081362","0.0491698666666666","0.1222232666666666","0.0406843999999999","0.1931483333333333","0.2529698666666666","0.1061282666666666","2.2666666666666666","0.0","0.2666666666666666","0.0","0.2666666666666666",2016north
Kasandra,"-74.1681447743","4.69355526675285","0.011374625","0.0049689999999999","0.150576625","0.008008125","0.0438755","0.367405875","0.003371","0.5","0.375","0.625","0.0","0.25",2016north
La Alborada,"-74.07718687557723","4.69017063905524","0.0248709733333333","0.0192930133333333","0.0673258666666666","0.0718672799999999","0.2751045866666666","0.2918415333333333","0.1070118533333333","0.3066666666666666","0.0133333333333333","0.0","0.0","0.0933333333333333",2016north
La Alejandra Barrancas,"-74.02735263078276","4.732590772201575","0.0307486249999999","0.0324461875","0.1122973125","0.06179325","0.379819625","0.17567675","0.0139574375","1.8125","0.125","0.0","0.0","0.125",2016north
La Alhambra Sector Norte,"-74.0616605857964","4.700756790015851","0.0189504611872146","0.0062702739726027","0.2627977534246575","0.0192759543378995","0.142990105022831","0.2176143424657534","0.1813202237442922","1.1369863013698631","1.6027397260273972","0.0091324200913242","0.0","0.1643835616438356",2016north
La Alhambra Sector Sur,"-74.05994019968355","4.699129710023005","0.0390391628787878","0.010071856060606","0.1686140833333333","0.0475818901515151","0.1406854659090909","0.2557985909090909","0.1724310075757575","0.75","0.4090909090909091","0.0378787878787878","0.0","0.1477272727272727",2016north
La Almeria_,"-74.10478023404873","4.695582658918704","0.0009946176470588","0.0004694705882352","0.111494294117647","0.0410110588235294","0.212457044117647","0.3481747794117647","0.0839854852941176","1.338235294117647","0.0","0.3529411764705882","0.0","0.1470588235294117",2016north
La Aurora,"-74.08928321422299","4.72412817942","0.0065505","0.0","0.1139508333333333","0.0554163333333333","0.2895871666666667","0.3151965","0.003587","2.0","0.0","0.0","0.0","0.3333333333333333",2016north
La Bonanza,"-74.09180954231893","4.686777535537002","0.0091194965277777","0.00377759375","0.0734690625","0.0722114201388888","0.3669943715277777","0.2539620416666667","0.0252571701388888","1.3125","0.0416666666666666","0.03125","0.0","0.0868055555555555",2016north
La Cabaña,"-74.102738501689","4.6762956874855","0.0275995","0.00894725","0.10643375","0.004387","0.1011955","0.27752675","0.0808455","0.5","0.25","0.5","0.0","0.0",2016north
La Cabaña (S.C. La Faena),"-74.136648693945","4.7131472993365","0.0","0.0110366666666666","0.087547","0.0925796666666666","0.622033","0.1060976666666666","0.003387","1.6666666666666667","0.0","0.0","0.0","0.0",2016north
La Calleja,"-74.04833318050906","4.707619156327223","0.0332979868421052","0.0129588114035087","0.1256697412280701","0.0455800219298245","0.1264256798245614","0.2136584649122807","0.2097468640350877","0.2675438596491228","0.1578947368421052","0.0526315789473684","0.0","0.3771929824561403",2016north
La Calleja Santacoloma,"-74.04816407303849","4.715658484058559","0.0366352678571428","0.0143070714285714","0.1131697857142857","0.0584931071428571","0.1299964464285714","0.1534762321428571","0.2180863035714285","0.4821428571428571","0.0892857142857142","0.0","0.0","0.1607142857142857",2016north
La Campiña,"-74.08653072599917","4.7427367666669","0.0255948333333333","0.0074991666666666","0.1298631851851852","0.0558522407407407","0.2334374629629629","0.2677289259259259","0.1179054444444444","1.2407407407407407","0.074074074074074","0.0555555555555555","0.0","0.037037037037037",2016north
La Castellana,"-74.06074069930834","4.682099951131962","0.0323165241157556","0.008308077170418","0.1094278520900321","0.0658711318327974","0.1847251897106109","0.2833754855305466","0.1080955466237942","0.8810289389067524","0.0546623794212218","0.0643086816720257","0.0","0.270096463022508",2016north
La Castellana - José Maria Carbonel,"-74.05823361789436","4.687007890101103","0.02371828","0.0251274399999999","0.11370656","0.02639344","0.10783884","0.28182128","0.03728628","0.48","0.0","0.28","0.0","1.24",2016north
La Castellana - Villa Calazans,"-74.06006803918113","4.68543117301295","0.0596167499999999","0.0355441249999999","0.06927625","0.05356525","0.289108","0.1665485","0.201076625","0.75","0.0","0.0","0.0","0.0",2016north
La Castellana Occidental,"-74.06272590309311","4.686456023281784","0.0129039523809523","0.0096153333333333","0.1081842285714285","0.0574372476190476","0.1690139142857142","0.3204686","0.1192170857142857","4.647619047619048","0.1238095238095238","0.0952380952380952","0.0","0.580952380952381",2016north
La Chucua - La Trinitaria,"-74.09355524954495","4.739888135512384","0.0068602105263157","0.0","0.1460363157894736","0.0432167894736842","0.3887993157894737","0.1992897368421052","0.0061026315789473","3.526315789473684","0.1052631578947368","0.631578947368421","0.0","0.2105263157894736",2016north
La Cita,"-74.02325703276681","4.749053629890614","0.0154275714285714","0.1014349523809523","0.1331032857142857","0.0388784761904761","0.0598673809523809","0.2288268095238095","0.2385613809523809","0.6666666666666666","0.0","0.0476190476190476","0.0","0.1428571428571428",2016north
La Clarita,"-74.10657489260151","4.693336767533109","0.0041797763157894","0.0061634078947368","0.0963310526315789","0.0532506315789473","0.2620732368421052","0.3654427631578947","0.034917697368421","0.7631578947368421","0.131578947368421","0.0789473684210526","0.0","0.4078947368421052",2016north
La Colina Campestre II Sector,"-74.06380109528273","4.727127376122145","0.0151531239669421","0.0098007685950413","0.1149712892561983","0.0379213223140495","0.2259529090909091","0.2612981570247933","0.1353512231404958","1.900826446280992","0.1487603305785124","0.0413223140495867","0.0","0.2148760330578512",2016north
La Emilia,"-74.03530296070056","4.7308025714393","0.0816234166666666","0.01403925","0.1273601111111111","0.0316055555555555","0.2269934722222222","0.1370533055555555","0.1958964444444444","0.4722222222222222","0.1666666666666666","0.0","0.0","0.0555555555555555",2016north
La Estrada,"-74.09348546641655","4.679021353284164","0.0010750947867298","0.0005372843601895","0.0696666729857819","0.0689290284360189","0.5109861990521327","0.1955535355450237","0.0051262464454976","1.1658767772511849","0.0663507109004739","0.0379146919431279","0.0","0.0995260663507109",2016north
La Estrellita,"-74.02409676479199","4.7647125842238","0.086194","0.0122909999999999","0.1717348333333333","0.0883339999999999","0.2433855","0.1338218333333333","0.0275468333333333","0.3333333333333333","0.0","0.0","0.0","0.3333333333333333",2016north
La Faena,"-74.1377173818172","4.71514448920638","0.0001108965517241","0.0","0.0241971034482758","0.0621635172413793","0.7015001724137931","0.0613430689655172","0.0003250689655172","0.8620689655172413","0.0","0.0","0.0","0.0",2016north
La Flor Ciudad Hunza,"-74.08614487162582","4.721690329619709","0.0104835454545454","0.0054176363636363","0.050877","0.0721471818181818","0.6039039090909091","0.112082","0.0371820909090909","1.9090909090909087","0.0","0.0","0.0","0.0909090909090909",2016north
La Floresta (Hacienda),"-74.03875872178575","4.809623680975787","0.014447875","0.0199281249999999","0.26529025","0.039005625","0.022507625","0.205345875","0.3476235","0.125","0.0","0.25","0.0","0.0",2016north
La Floresta Norte,"-74.07254269659465","4.6913462367271626","0.0096975","0.0062792647058823","0.0797715588235294","0.0406107352941176","0.1661663529411765","0.2461360294117647","0.2791269411764706","0.3529411764705882","0.0294117647058823","0.0","0.0","0.0",2016north
La Florida,"-74.11566354303557","4.6957874093811","0.0054841428571428","0.0","0.1630102857142857","0.0497","0.4594475714285714","0.1898278571428571","0.0004494285714285","1.7142857142857142","0.0","0.0","0.0","0.1428571428571428",2016north
La Francia,"-74.09380057967846","4.7235809286773","0.0032243636363636","0.0","0.0275363636363636","0.0560720909090909","0.5807107272727273","0.149135","0.0010286363636363","0.5454545454545454","0.0","0.0","0.0","0.0",2016north
La Franja de Buenavista,"-74.027561249898","4.7640989201981","0.00427875","0.0015475","0.05019625","0.02689875","0.11199175","0.34943425","0.0303459999999999","0.0","0.0","0.5","0.0","0.5",2016north
La Frontera,"-74.024147367929","4.7642010305226","0.0225563333333333","0.1374303333333333","0.0660686666666666","0.1060816666666666","0.184991","0.2175436666666666","0.0737523333333333","1.0","0.0","0.0","0.0","0.3333333333333333",2016north
La Giralda,"-74.13858774087831","4.68514344974354","0.07903028125","0.0157539062499999","0.07478309375","0.0","0.08164296875","0.2383339375","0.2003649375","0.09375","0.09375","0.1875","0.0","0.0",2016north
La Granja,"-74.09800668144302","4.698565370215144","0.0044150564971751","0.0083900395480226","0.0757221751412429","0.0677657853107344","0.4431424802259887","0.2042620338983051","0.0350466497175141","0.6779661016949152","0.0508474576271186","0.1073446327683615","0.0","0.1864406779661017",2016north
La Granja II,"-74.10108910538318","4.701887114359493","0.005247","6.757142857142857e-05","0.0733036785714285","0.068041","0.3844820714285714","0.2990178571428571","0.0020410714285714","0.8928571428571429","0.1785714285714285","0.0714285714285714","0.0","0.2857142857142857",2016north
La Granja Norte,"-74.02508137989142","4.748478844843951","0.022254723076923","0.0195937","0.0776044461538461","0.0181799615384615","0.0344680923076923","0.2362483769230769","0.2192322615384615","0.3230769230769231","0.1","0.0076923076923076","0.0","0.1",2016north
La Granja Oriental,"-74.0304685603025","4.74815928616865","0.0416291666666666","0.0063195833333333","0.1053153333333333","0.0346715","0.0535790833333333","0.2635129166666666","0.263714","1.25","0.0","0.0","0.0","0.25",2016north
La Isabela I Etapa,"-74.11139649068568","4.686159987845646","0.0062430661157024","0.0019192727272727","0.0908691900826446","0.0328272479338842","0.2284791983471074","0.2232712066115702","0.1772898842975206","1.0165289256198349","0.0991735537190082","0.0826446280991735","0.0","1.2975206611570247",2016north
La Liberia,"-74.032242626938","4.7326282611327","0.00351","0.0","0.176947","0.0055685","0.128733","0.178698","0.0321955","0.0","0.5","0.0","0.0","0.0",2016north
La Libertad,"-74.07720102133852","4.677014694587399","0.0012121428571428","0.0006914795918367","0.051880581632653","0.0343722857142857","0.3959865612244898","0.2269558469387755","0.025796387755102","0.6632653061224489","0.0306122448979591","0.010204081632653","0.0","0.8367346938775511",2016north
La Llanurita,"-74.024291437117","4.762452056814","0.0","0.0","0.033702","0.09765675","0.40264025","0.2373505","0.02068225","1.75","0.25","0.0","0.0","0.25",2016north
La Manuelita,"-74.08811512806551","4.7232858980169","0.035801","0.0","0.0619953749999999","0.0490095","0.296943125","0.317528375","0.02324025","4.5","0.0","0.125","0.0","0.0",2016north
La Paz,"-74.142497696231","4.70918171564945","0.027887","0.0","0.1683526666666666","0.0043143333333333","0.288597","0.3014363333333333","0.0504923333333333","0.0","0.0","0.0","0.0","0.3333333333333333",2016north
La Pepita Norte,"-74.039783355792","4.7603666026293","0.1229295","0.0008675","0.13033125","0.00421125","0.08418225","0.34707675","0.09210625","0.75","0.25","0.0","0.0","0.5",2016north
La Perla,"-74.12620237663751","4.712671318094759","0.0028311739130434","0.0002836956521739","0.0762513695652174","0.0452660869565217","0.2871266086956522","0.162053304347826","0.0819515217391304","1.1956521739130437","0.1521739130434782","0.0869565217391304","0.0","0.1521739130434782",2016north
La Perla Oriental,"-74.02220596022028","4.736833055232346","0.0025932727272727","0.0298598181818181","0.1412074545454545","0.0409235454545454","0.2486223636363636","0.2207409999999999","0.0599062727272727","2.090909090909091","0.0","0.2727272727272727","0.0","0.1818181818181818",2016north
La Reserva del Palmar,"-74.038368445514","4.7452455058134","0.0180426666666666","0.190049","0.053759","0.2037896666666666","0.1337903333333333","0.2046559999999999","0.037631","0.6666666666666666","0.0","0.0","0.0","0.0",2016north
La Riviera,"-74.13020586870738","4.709130047286649","0.0010568450704225","0.0011203943661971","0.0662677183098591","0.0615459718309859","0.6145095774647887","0.1061884084507042","0.0048366056338028","1.3098591549295775","0.0422535211267605","0.028169014084507","0.0","0.1549295774647887",2016north
La Serena,"-74.09308446827069","4.708803872152068","0.0132959185185185","0.0049540592592592","0.067293837037037","0.0920970814814814","0.280650237037037","0.3743091407407407","0.0361258296296296","0.7777777777777778","0.0518518518518518","0.0296296296296296","0.0","0.1851851851851851",2016north
La Soledad Norte,"-74.10294518052488","4.698297858181563","0.0085492116788321","0.0012561751824817","0.0871579854014598","0.0553921970802919","0.4313902262773723","0.2575956350364963","0.0178639124087591","1.0583941605839415","0.0510948905109489","0.0802919708029197","0.0","0.1970802919708029",2016north
La Sultana,"-74.05905596821792","4.720301422601907","0.0111320178571428","0.0021791964285714","0.1324923571428571","0.0504763035714285","0.1391672142857143","0.2667626428571428","0.1995124464285714","1.4642857142857142","0.125","0.0714285714285714","0.0","0.0714285714285714",2016north
La Tortigua,"-74.1430404162265","4.717023955094725","0.0","0.0","0.1020938333333333","0.0544156666666666","0.55574375","0.0958155833333333","0.0013456666666666","1.25","0.0","0.0","0.0","0.25",2016north
"La Tortigua (Mz I,J)","-74.143172135999","4.7173315153258","0.0","0.0","0.1333804444444444","0.0711286666666666","0.4762942222222223","0.1631763333333333","0.0003822222222222","2.111111111111111","0.2222222222222222","0.0","0.0","0.1111111111111111",2016north
La Uribe,"-74.0429035544811","4.750784550973113","0.0260053384615384","0.0045615692307692","0.0984840461538461","0.006831123076923","0.0274008615384615","0.3838033999999999","0.1242679846153846","0.4","0.0615384615384615","0.0461538461538461","0.0","0.0307692307692307",2016north
La Victoria Norte,"-74.05297047387363","4.73263160126204","0.0344178116883116","0.0330284025974026","0.0929836168831168","0.0634897857142857","0.389143909090909","0.1502740324675324","0.0737616753246753","1.077922077922078","0.0519480519480519","0.0259740259740259","0.0","0.1623376623376623",2016north
La Victoria Oriental,"-74.04930122233","4.76267201027145","0.006507125","0.0036913125","0.07060525","0.027785125","0.0373940625","0.26960225","0.1308553125","0.5","0.25","0.125","0.0","0.125",2016north
La_Carolina,"-74.03979767281824","4.705458513412581","0.0087719895833333","0.007767671875","0.2232485052083333","0.0849323177083333","0.1271818333333333","0.144672640625","0.2577288958333333","0.5885416666666666","0.2916666666666667","0.0416666666666666","0.0052083333333333","0.140625",2016north
La_Esmeralda,"-74.08525010835733","4.723818138386533","0.0034999166666666","0.0","0.01832125","0.0475816666666666","0.6302730833333333","0.10491","0.063168","0.5","0.0","0.0","0.0","0.0",2016north
La_Primavera,"-74.1047505071844","4.705919727038225","0.004667220338983","0.0","0.0602666779661016","0.0613361525423728","0.5286162542372881","0.1642835932203389","0.0194657118644067","0.4745762711864407","0.0508474576271186","0.0","0.0","0.0169491525423728",2016north
Lago de Suba,"-74.09884476012205","4.731844890033744","0.0266147777777777","0.0027522283950617","0.0828756296296296","0.0833943641975308","0.3934112469135802","0.1605385432098765","0.0552261234567901","1.9444444444444444","0.0432098765432098","0.0246913580246913","0.0061728395061728","0.0925925925925925",2016north
Lagos de Córdoba,"-74.07035482131049","4.703361738189758","0.0311414838709677","0.005790129032258","0.1034065806451613","0.0287194193548387","0.1503693870967742","0.3488791612903225","0.2349433870967742","0.2903225806451613","0.0","0.1290322580645161","0.0","0.2580645161290322",2016north
Las Areneras,"-74.02853269201125","4.739737960044208","0.0055141666666666","0.0030425833333333","0.073661125","0.0924077083333333","0.446457375","0.1579564583333333","0.0133657083333333","3.625","0.0","0.0833333333333333","0.0","0.0",2016north
Las Carolinas,"-74.102330267164","4.72168280960805","0.0","0.0","0.148673","0.08361325","0.267651","0.26504425","0.05384975","0.75","0.25","0.0","0.0","0.0",2016north
Las Ferias,"-74.08381496062579","4.682705377984759","0.0389845729927007","0.0040920182481751","0.0959216386861313","0.0385345510948905","0.2717656934306569","0.2632136861313868","0.0640154890510949","0.4927007299270073","0.0328467153284671","0.0912408759124087","0.0","0.6678832116788321",2016north
Las Ferias Occidental,"-74.08650992180523","4.688137618191548","0.0019196633663366","0.0034646287128712","0.0966293168316831","0.0472745396039604","0.3867978465346535","0.2249942821782178","0.0497093316831683","0.8564356435643564","0.0445544554455445","0.0841584158415841","0.0","0.1336633663366336",2016north
Las Galias,"-74.081415367144","4.687691404405839","0.0202625384615384","0.0104368461538461","0.1115916923076923","0.0438693076923076","0.2373966923076923","0.2134285384615384","0.1263568461538461","0.3076923076923077","0.0","0.0769230769230769","0.0","0.1538461538461538",2016north
Las Margaritas I Sector,"-74.04302853947596","4.730883580632223","0.0274308439716312","0.0175364255319148","0.0965666312056737","0.0567510851063829","0.2101323120567375","0.2085409858156028","0.1747717092198581","0.8723404255319149","0.1205673758865248","0.0141843971631205","0.0","0.0212765957446808",2016north
Las Margaritas II Sector,"-74.04520350210933","4.73096386898814","0.0001411111111111","0.0020592592592592","0.1134447037037037","0.0745944814814815","0.1381253333333333","0.2667993333333333","0.0731212222222222","0.6296296296296297","0.7407407407407407","0.0","0.0","0.1111111111111111",2016north
Las Mercedes_,"-74.12646567190029","4.702132430780365","0.0450855882352941","0.0559585882352941","0.0440460588235294","0.0387284705882352","0.4882831764705883","0.1399504117647059","0.0282525294117647","0.2941176470588235","0.0","0.0","0.0","0.0",2016north
Las Orquídeas,"-74.04221159042129","4.742030846754592","0.0163505609756097","0.007388106707317","0.1010047347560975","0.0695814512195121","0.3230274847560975","0.2112248932926829","0.0232846402439024","1.454268292682927","0.0457317073170731","0.0457317073170731","0.0","0.1006097560975609",2016north
Las Palmas Norte,"-74.0894240998935","4.705671372905449","0.0035957499999999","0.0","0.12680675","0.01073475","0.30327125","0.30938325","0.075996","2.5","0.25","0.0","0.0","0.0",2016north
Las Salinas,"-74.11146938565578","4.697111663118764","0.0056455476190476","0.0025219761904761","0.1169145238095238","0.0605306904761904","0.3011350476190476","0.2276253333333333","0.1380745238095238","0.6428571428571429","0.0","0.0","0.0","0.0714285714285714",2016north
Las Villas Sector II,"-74.07168211914967","4.717848617697342","0.0471746444444444","0.0243512444444444","0.0955180666666666","0.0555681111111111","0.2447823999999999","0.2949819111111111","0.0761496888888888","0.3333333333333333","0.0","0.0444444444444444","0.0","0.0444444444444444",2016north
Las Villas Sector III,"-74.06813881841427","4.714664583158497","0.0412472266009852","0.0146888916256157","0.0901523891625615","0.057894408866995","0.2079763004926108","0.2804623103448276","0.1402728669950738","0.541871921182266","0.0443349753694581","0.0","0.0","0.0935960591133004",2016north
Las Villas de Mariana,"-74.06972279340201","4.7382348086863","0.03430875","0.0","0.0","0.0","0.372391","0.077619625","0.048014625","0.0","0.0","0.0","0.0","0.125",2016north
Las_Acacias,"-74.02907385047197","4.721176311710772","0.0382892405063291","0.0279312784810126","0.0952167088607594","0.0496698607594936","0.2055738227848101","0.1480637215189873","0.2209104810126582","0.3670886075949367","0.0253164556962025","0.050632911392405","0.0","0.0632911392405063",2016north
