objectid,cod_loc,localidad,estado,barriocomu,cod_polbar,shape_area,shape_len,codigo_upz,area_m2,population_x,pop_density_x,estrato_0,estrato_1,estrato_2,estrato_3,estrato_4,estrato_5,estrato_6,street_total_length,street_len_CL,street_ratio_CL,street_len_KR,street_ratio_KR,street_len_None,street_ratio_None,street_len_AK,street_ratio_AK,street_len_TV,street_ratio_TV,street_len_DG,street_ratio_DG,street_len_AC,street_ratio_AC,barrio,longitude,latitude,upz_code,fence_ratio,wall_ratio,road_ratio,sidewalk_ratio,building_ratio,sky_ratio,vegetation_ratio,person_count,bicyclist_count,motorcyclist_count,other_rider_count,street_light_count,population_y,pop_density_y,murder_rate,source,Matched_Barrio,Cantidad
42,1,Usaquén,LEGALIZADO,ginebra,10095,2.15837e-05,0.0411659566,14.0,264802.13325263164,687.0,2594.389975493797,0.7992559703667579,0.0,0.0,0.0682808947647683,0.0027963642871649,0.0,0.1296667705813087,1260.6467548056987,448.8763544778541,0.356068306023632,0.0878037194976961,6.96497406295463e-05,0.0,0.0,807.2847284480588,0.6403734633596738,0.0,0.0,0.0,0.0,0.0,0.0,Ginebra,-74.02743388485354,4.708221695444907,14.0,0.0329834615384615,0.0417871538461538,0.1068797692307692,0.0356848461538461,0.1260353076923077,0.0792603846153846,0.3540937692307692,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,687.0,2594.389975493797,0.0,2016north,,
60,4,San Cristóbal,SIN LEGALIZAR,bello horizonte ii sector,40017,4.0709e-06,0.0096097327,34.0,49955.00427731664,1270.0,25422.878415740157,0.376757510580576,0.0,0.6232424894194238,0.0,0.0,0.0,0.0,1015.8158456583474,694.0253429639349,0.6832196464843872,321.7905026944123,0.3167803535156126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
127,8,Kennedy,SIN LEGALIZAR,rincón de san andrés,80235,1.9657e-06,0.0056228373,45.0,24120.195265532293,572.0,23714.56755233597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,147.7413048543397,0.0,0.0,147.7413048543397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rincón de San Andrés,-74.14096180334244,4.597882625505596,45.0,0.031568304347826,0.0057260869565217,0.0853790434782608,0.0605313913043478,0.3375928260869565,0.2063188260869565,0.0521231304347826,1.608695652173913,0.0,0.0,0.0,0.1739130434782608,572.0,23714.56755233597,0.0,2016south,,
155,10,Engativá,SIN LEGALIZAR,la isabela ii etapa,100101,2.8972e-06,0.0085142833,116.0,35545.92451895669,822.0,23125.01393968882,0.0699499122134519,0.0,0.0,0.930050087786548,0.0,0.0,0.0,1307.8874188231198,667.3654397297817,0.5102621449866832,262.0615588866788,0.2003701198704781,0.0,0.0,378.4604202066592,0.2893677351428384,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
160,10,Engativá,LEGALIZADO,gran granada,100082,1.27402e-05,0.0268919838,73.0,156302.35238732694,3605.0,23064.27219384764,0.0,0.0,0.0,0.923405365497698,0.0765946345023019,0.0,0.0,4447.911492825268,1906.99214978744,0.428738780630758,1488.0626264314471,0.3345531107873383,0.0,0.0,812.9369896414023,0.182768247738903,0.0,0.0,0.0,0.0,0.0,0.0,Gran Granada,-74.12450955405119,4.7205890994932895,73.0,0.0584135945945946,0.0024436486486486,0.0998114864864864,0.0435307837837837,0.133871027027027,0.3154906216216216,0.1765881081081081,1.4864864864864864,0.054054054054054,0.0,0.0,0.081081081081081,3605.0,23064.27219384764,0.0,2016north,,
196,10,Engativá,LEGALIZADO,villas de granada,100268,3.2118e-05,0.029224476,73.0,394039.2067945098,12262.0,31118.73079775687,0.2705232102398763,0.0,0.0,0.7294767897601238,0.0,0.0,0.0,14883.515055953085,5731.606523764185,0.3850976400545694,7242.681491117811,0.4866243937597856,0.0,0.0,213.9746746315667,0.0143766223118094,0.0,0.0,0.0,0.0,888.2771684114039,0.0596819477839754,Villas de Granada,-74.12325335649578,4.71693726776323,73.0,0.0106811084337349,0.0008325180722891,0.1183788072289156,0.0474296626506024,0.3483242108433735,0.1972109216867469,0.0733250421686747,2.108433734939759,0.0662650602409638,0.0783132530120482,0.0,0.1566265060240964,12262.0,31118.73079775687,8.155276463872126e-05,2016north,villas de granada,1.0
263,11,,SIN LEGALIZAR,prado veraniego norte - urb. nuevo horizonte,110444,1.884e-07,0.0018071763,19.0,2311.1310005170585,83.0,35913.15247012428,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
290,11,,LEGALIZADO,rincón de boyacá,110468,9.955e-07,0.004396111,71.0,12212.659602021276,704.0,57645.10130811173,0.0149042410523843,0.0,0.9850957589476156,0.0,0.0,0.0,0.0,597.710694208509,435.0603274353397,0.7278777703842966,162.65036677316934,0.2721222296157033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
311,4,San Cristóbal,LEGALIZADO,urb. san juanito,40239,1.6012e-06,0.0059107397,32.0,19648.918621918187,883.0,44938.859842140206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,814.5889191254201,445.581636739185,0.5470018389368491,369.00728238623526,0.4529981610631511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
384,10,Engativá,LEGALIZADO,álamos norte,100004,2.15189e-05,0.0220445067,73.0,264009.7179140463,5710.0,21627.99174634551,0.1836799342685478,0.0,0.0,0.8163200657314523,0.0,0.0,0.0,7772.020354915232,1468.3969097065344,0.1889337447215872,4078.4429436140754,0.5247596837590318,0.0,0.0,302.3261499432248,0.0388992998135968,0.0,0.0,208.71016959608664,0.0268540431014302,1661.5299708493342,0.2137835331064899,Álamos Norte,-74.11643483798063,4.703846935878725,73.0,0.008945750902527,0.0011190108303249,0.0998629061371841,0.062198238267148,0.2340106823104693,0.2472112707581227,0.0968123393501805,1.6895306859205776,0.148014440433213,0.0866425992779783,0.0,0.1227436823104693,5710.0,21627.99174634551,0.0,2016north,,
